story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Khal-Hasidim_0206	Khal-Hasidim	embedding+lexical	0.952	רקד	False	high	'השטן מרקד' = Satan dances; figurative.	"אפילו מצוה אחת בגלות המר והנמה ר הזה ובעולם החשוך אשר השטן מרקד ביניהם והתאוות לנגד עינם ואת הגיהנם ציירת בראשית חכמה ואם היית עושה להיפוך שיהי׳ הגיהנם נגד עינם והתאוות מצ ויירות באיזה ספר אז היית רואה אם היה עושה ח""ו שו"		
Khal-Hasidim_0026	Khal-Hasidim	embedding+lexical	0.951	רקד	False	medium	'הרקדה' = barrels shaking from divine trembling, not human dance.	"ין שפייכלער והיו שם הרבה חביות מלאים תבואות ובעת התפלה היה הרקדה גדולה בין החביות מחמת הרעדה כמ""ש מפני אשר ירד עליו ה' באש ויחרד כל ההר מאוד ות""ל שראיתי בחינות נשמת משה ז""ל"		
Khal-Hasidim_0193	Khal-Hasidim	embedding+lexical	0.949	רקד	False	medium	Lame man stamping feet in distress (רקד ברגליו), not religious dance.	" והיא פסע תיסף פסיעה לבד ולא ענה לי דבר ו חצי דבר אבל החיגר רקד ברגליו וחרק בשיניו ויצעק בקול מר מי הוא הרבי אשר אשמע בקולו אבל אנכי אמרתי להם עוד הפעם הדברים הנ""ל והמה נצבים מרחוק יראים לגשת אל מטתי ויתיצבו כך כמו רבע ש"		
Shivhei-Habesht_0016	Shivhei-Habesht	embedding+lexical	0.947	רקד	False	high	The term 'הרקדה' in this text refers to the vibration or shaking of grain barrels due to the intensity of the Besht's prayer, not ritual dancing.	"שפאייכלער והיו שם הרבה חביות מליאים תבואות ובעת התפילה הי׳ הרקדה גדולה בין החביות מחמ' הרעד כמ""ש מפני אש' ירד עליו ה' באש ויחר' כל ההר מאוד ות""ל שראיתי בחינו' נשמת משה ז""ל עוד שמעתי מפי הרב ר׳ פאלק הנ""ל שהוא גלה למדינת ק"		
Peer-MiKdoshim_0013	PeerMikdoshim	embedding+lexical	0.943	רקד	False	high	'המות מרקד עלי' = death dances upon me; figurative.	"י נפשי להם לטרד ויך לבבו אותו ויאמר מה לי כה מה לי כה המות מרקד עלי אם לא אוכל אמותה אמותם הפעם ברעבוני אם אבא שמה אמותה בידי הגזלנים טוב לי ליפול בידי גזלנים ותאכל נפשי בטרם תמות ובלי נט""י לא אוכל אף אם תצא נפשי. וירכב "		
Shivhei-Harav_0016	Shivhei-Harav	embedding	0.955		False	high	The story mentions a festive gathering and the playing of a violin, but does not depict or mention any actual dancing.	"Shivhei-Harav_0016 ,תיוגים עתה נספר אשר סיפר הרב בעצמו ביום י""ט כסליו שהיה דרכו תמיד לעשות סעודה בליל י""ט והיה שמח ומשמח והיה אומר תורה הרבה אך פעם א׳ נשתהה לבוא והמתינו עליו כל החסידי' עד שעה ג׳ אחר חצות לילה וכאשר בא ר"		
Mifalot-HaZadikim_0021	Mifalot-HaZadikim	embedding	0.954		False	high	The story focuses on self-sacrifice (mesirut nefesh) and public humiliation as a form of spiritual intervention, with no mention of dancing or any rhythmic movement.	ררותו בתשובה נכונה ויעזוב את העגלות עם היי״ג הנ״ל ביד ערלים הנ״ל המובילים אותו וינס ויצא לרבו הנ״ל מ מעזיבוז . והגם שהיה דבר זה סכנה שיפסוד ח״ו כל היין הן אפשר שיכחישו לו הערלים ויאמרו להד״ם או לפחות יפסיד אותו מחמת ניסו		
Shivhei-Habesht_0207	Shivhei-Habesht	embedding	0.954		False	high	The text describes the passing of the Baal Shem Tov, including his instructions to his students and mystical visions, but does not contain any mention of dancing.	"סגולתו לנעור כל הלילה כתקון האר""י ז""ל ואמר לפניהם ד״ת על ענין הסדר וענין מ״ת בבקר שלח לאנשי סגולתו שיתאספו כולם וצוה לר׳ ליב קעסלר ועוד א׳ שכחתי שמו שיתעסקו בקבורתו ולימד ולמד אותם על גופו על כל אבר הראה להם סימנים איך נ"		
Khal-Hasidim_0004	Khal-Hasidim	embedding	0.954		False	high	The story describes the Besht's period of concealment and revelation, including prayer and Torah study, but does not mention dancing.	"י לפלא בעיניו ויהי בבוקר וילך לבית התבודדות להתפלל שם כדרכו ובבואו לביתו בא שמח וטוב לב בנשיאת ראש והלך בביתו אנה ואנה לומר אסדר לסעודתא ועשה קדושא רבא כדרכו בדביקות נפלא ובתוך הסעודה ביקש את האורח שיאמר ד""ת. ולא היה יוד"		
Mifalot-HaZadikim_0027	Mifalot-HaZadikim	embedding	0.954		False	high	The story describes a difficult Shabbat experience involving prayer, singing, and eating in a crude manner, but contains no mention of dancing.	מרוב צערו נרדם הבעש״ט ועלה ברעיונם של התלמידים אולי מקרה הוא ואפשר בחזיון לילה יגלו לו הדבר ובחלום ידבר בו. ויהי כי התעורר הבעש״ט משינתו ועדיין לא גילו לו שום דבר ונכפל להם הצער ברוב יגון ואנחה וכשבא חצות היום של עש״ק הא		
