story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Mifalot-HaZadikim_0026	Mifalot-HaZadikim	embedding	0.964		False	high	The story focuses on the transmission of secret Torah and identifying the 'Tzaddik of the generation' rather than protecting someone from harm or evil.	וא נסתר ובאתי לפניו ואמרתי לו רבי למדיני אורחות חיים וכששמע זאת אז מילא פיו בצחוק והיתול ואמר להעומדים עליו השמעתם איש שוטה הזה קורא לי רבי ורוצה להיות בחברתינו הצריכים אנחנו לשוטים כאלו אז ענו כולם בצחוק והיתול ובאמת לא		
Khal-Hasidim_0004	Khal-Hasidim	embedding	0.962		False	high	The story focuses on the Baal Shem Tov's hidden life and gradual revelation rather than an act of protecting someone from harm or danger.	"י לפלא בעיניו ויהי בבוקר וילך לבית התבודדות להתפלל שם כדרכו ובבואו לביתו בא שמח וטוב לב בנשיאת ראש והלך בביתו אנה ואנה לומר אסדר לסעודתא ועשה קדושא רבא כדרכו בדביקות נפלא ובתוך הסעודה ביקש את האורח שיאמר ד""ת. ולא היה יוד"		
Shivhei-Habesht_0020	Shivhei-Habesht	embedding	0.961		False		[error] Unterminated string starting at: line 4 column 16 (char 63)	"ושה לו תיקון ומתפלל בעדו ומעלהו והחשוב חשוב קודם והם רבים כ״כ שאם רציתי להעלות כולם הייתי צריך לעמוד ש״ע שלש שנים אך כשאני שומע הכרוז שמכריז תקודש מקודש וא""א עוד להעלות הנשמות אני פוסע מן הש""ע ואמר אליו רבי גרשון בדרך שח"		
Khal-Hasidim_0173	Khal-Hasidim	embedding	0.961		True	high	The story depicts the protagonist protecting the Jewish community by refusing to inform despite torture, and saving a woman from freezing to death.	ל אשר עשה עד כה וכאשר נתייגע בזה מעט אז כמו נד נצבו לפניו כל העבירות שעשה מעודו. ויתמהמה מאוד ויעמוד הרבה ולא היה יכול לומר סלח לנו. עד כי נתחרט מאוד על כל מה שעשה וקבל עליו לעזוב חטאיו על להבא ועתה ישוב לביתו תיכף ולא י		
Shivhei-Habesht_0034	Shivhei-Habesht	embedding	0.96		False	high	The story focuses on the Baal Shem Tov healing the Maggid's physical illness and reviving him from a mystical swoon, rather than protecting him from external danger, harm, or evil spirits.	ותו וגער בו הבעש״ט ואמר אין סוסי' שלי אוכלים מצות ונפל עליו זיעה מחמת חולשה ויצא לחוץ וישב על האצטבא שלפני הבית לנוח וראה איש אחד רך בשנים וקרא אותו אליו ואמר לו בבקשה ממך לך אל הבעש״ט ואמור לו למה אינו מקיים הפסוק ואהבת		
Mifalot-HaZadikim_0027	Mifalot-HaZadikim	embedding	0.96		False		[error] Expecting value: line 4 column 15 (char 61)	מרוב צערו נרדם הבעש״ט ועלה ברעיונם של התלמידים אולי מקרה הוא ואפשר בחזיון לילה יגלו לו הדבר ובחלום ידבר בו. ויהי כי התעורר הבעש״ט משינתו ועדיין לא גילו לו שום דבר ונכפל להם הצער ברוב יגון ואנחה וכשבא חצות היום של עש״ק הא		
Shivhei-Habesht_0193	Shivhei-Habesht	embedding	0.96		False	high	The story focuses on rebuke, penance (teshuvah), and the fulfillment of a warning of death rather than an act of protection from harm or evil.	"Shivhei-Habesht_0193 תיוגים* פ""א הי' הבעש״ט באיזה קהילה והי׳ אכסניאותו על העלי' : פעם א׳ ראה איש א׳ עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך ועכ״ז לא "		
Shivhei-Habesht_0014	Shivhei-Habesht	embedding	0.96		False	high	The story focus is on the Besht's clairvoyance and divine vision to locate a missing person, rather than protecting someone from an actual threat or harm.	ך לעירינו א׳ פרסה ולא האמין ולדבריו כי האיך יוכל להיות כך כי הלא לא נעלם מבנו רב הגעגועים שלהם וכמים הפנים וכ׳ בוודאי אין כסף נחשב למאומה ויתן בעד פור כור מה שיבקשו בכדי שיבא על שבת לביתו עכ״ז לרווחא דמילתא שלח ערל א׳ לכ		
Shivhei-Habesht_0207	Shivhei-Habesht	embedding	0.96		True	high	The Besht explicitly orders his servant to warn the townspeople to clear the way to protect them from the harm of an angry spirit he had just expelled.	"סגולתו לנעור כל הלילה כתקון האר""י ז""ל ואמר לפניהם ד״ת על ענין הסדר וענין מ״ת בבקר שלח לאנשי סגולתו שיתאספו כולם וצוה לר׳ ליב קעסלר ועוד א׳ שכחתי שמו שיתעסקו בקבורתו ולימד ולמד אותם על גופו על כל אבר הראה להם סימנים איך נ"		
Khal-Hasidim_0031	Khal-Hasidim	embedding	0.96		False		[error] Unterminated string starting at: line 4 column 16 (char 62)	"ל בעדו ומעלהו והחשוב חשוב קודם והם רבים ג""כ שאם רצותי להעלות כולם הייתי צריך לעמוד ש״ע שלש שנים אך כשאני שומע הכרוז שמכריז מקודש מקודש וא""א עוד להעלות הנשמות אני פוסע מן הש""ע. ואמר אליו רבי גרשון בדרך שחוק למה אין באים א"		
