story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Khal-Hasidim_0004	Khal-Hasidim	embedding	0.963		False	high	The story describes the early life and revelation of the living Baal Shem Tov and contains no mention of visiting or prostrating at the graves of deceased tzaddikim.	"י לפלא בעיניו ויהי בבוקר וילך לבית התבודדות להתפלל שם כדרכו ובבואו לביתו בא שמח וטוב לב בנשיאת ראש והלך בביתו אנה ואנה לומר אסדר לסעודתא ועשה קדושא רבא כדרכו בדביקות נפלא ובתוך הסעודה ביקש את האורח שיאמר ד""ת. ולא היה יוד"		
Khal-Hasidim_0253	Khal-Hasidim	embedding	0.963		False	high	The story focuses on the hidden life and humility of Rabbi Chaim and his interactions with the Rema and Elijah the Prophet, without any mention of visiting graves.	"חשה ולא ענהו מאומה ובמשך זמן מועט אמר לו אדוני חבירי אל נא תרבה לדבר אלי עוד בדבר זה כי לא אשנה דברי אשר דברתי כי הומה לבי אל משפחתי כי לא מאבן נולדתי וגם אנכי רוצה לקיים כיבוד אחי הגדול אשר הוא דאורייתא וע""כ אל תתרעם על"		
Khal-Hasidim_0169	Khal-Hasidim	embedding	0.963		False	high	The story focuses on communal gatherings for Rosh Hashanah and a conflict regarding the honor of living Tzaddikim, with no mention of visiting or praying at graves.	"ם כבנו שתקו ממנו ולא אמרו לו דבר : ויהי כי נתיחמה לבב האיש הנ""ל ויכנוס להר""ר ר׳ ליב ויאמר לו לי אבי השמעת כי ברוך ואפרים מתכנים עצמם בשם הגדול רבי ומפרסמים שמם בעולם ולא ענהו הרב דבר אולם לעת תפילת ערבית קרא הרב לאיש אחר"		
Mifalot-HaZadikim_0026	Mifalot-HaZadikim	embedding	0.963		False	high	The story focuses on a student seeking a living tzaddik based on his late masters' instructions, rather than visiting or prostrating at their graves.	וא נסתר ובאתי לפניו ואמרתי לו רבי למדיני אורחות חיים וכששמע זאת אז מילא פיו בצחוק והיתול ואמר להעומדים עליו השמעתם איש שוטה הזה קורא לי רבי ורוצה להיות בחברתינו הצריכים אנחנו לשוטים כאלו אז ענו כולם בצחוק והיתול ובאמת לא		
Sipurei-Zadikim_0006	Sipurei-Zadikim	embedding	0.963		False	high	The story focuses on communal prayer during Rosh Hashanah and the importance of respecting living tzaddikim, with no mention of visiting or prostrating at graves.	". אבל מחמת כי הוא נתגדל אצל רבם כבנו שתקו ממנו ולא אמר לו דבר : ויהי כי נתיחמה לבב האיש הנ""ל ויכנוס להר״ר ר׳ ליב ויאמר לו אבי השמעת כי ברוך ו אפרים מתכנים עצמם בשם הגדול רבי ומפרסמים ומפרסים שמם בעולם ולא ענהו הרב דבר. א"		
Adat-Zadikim_0023	Adat-Zadikim	embedding	0.962		False	high	The story focuses on the hidden life of Rabbi Chaim, his relationship with the Rema, and a revelation from Elijah the Prophet; it contains no mention of visiting or prostrating at graves.	"פחתיך ואתה יקר בעיני מעשרה בנים ומה אתה חסר עמדי על כן תניח מלדבר דברים כאלו ולעגם את נפשי כי כל ימי חיי לא אניחך להפרד מאתי ויבך גם הר""ח ויחשה ולא ענהו מאומה. ובמשך זמן מועט אמר לו אדוני חבירי אל נא תרבה תדבר אלי עוד בד"		
Mifalot-HaZadikim_0021	Mifalot-HaZadikim	embedding	0.962		False	high	The story discusses the concept of self-sacrifice (Mesirat Nefesh) and the love of fellow Jews; it does not involve visiting or praying at the graves of the deceased.	ררותו בתשובה נכונה ויעזוב את העגלות עם היי״ג הנ״ל ביד ערלים הנ״ל המובילים אותו וינס ויצא לרבו הנ״ל מ מעזיבוז . והגם שהיה דבר זה סכנה שיפסוד ח״ו כל היין הן אפשר שיכחישו לו הערלים ויאמרו להד״ם או לפחות יפסיד אותו מחמת ניסו		
Shivhei-Habesht_0096A	Shivhei-Habesht	embedding	0.962		False	high	The story describes journeys for preaching and spiritual visions involving the Besht, but contains no mention of visiting or praying at the graves of tzaddikim.	ה וראיתי הבעש״ט ואמר תניחו את תלמידי לדרוש בבה״כ הגדול ואמר שהיה דודו גדול הדור וכמדומה לי ששמו רבי אברהם דעם רבית כי שכחתי שמו ואני הייתי אצלו בשעת מיתתו ושמעתי שציוה לבנו ואמר יעמוד איש ויקרא שמו ישראל בן המילדת תדע שה		
Sipurei-Zadikim_0011	Sipurei-Zadikim	embedding	0.962		False	high	The story depicts travel to living tzaddikim (the Maggid of Mezritch, the Vilna Gaon, etc.) for guidance, but does not mention visiting or praying at the graves of deceased tzaddikim.	יך לבות אחינו בני ישראל שבמדינתינו להרב הזה כי הוא מרכז הנקודה אשר יגענו להגיע אליה כל ימינו ויאמר ר' עזריאל הניחו אותו לכנוס לכבוד רבינו אשר חזקה עלי הגעגועים יותר משנה כאשר ידעתם ויען הר״ר ישראל אין לנו פנאי אנחנו מוכר		
Khal-Hasidim_0017	Khal-Hasidim	embedding	0.961		False	high	The story focuses on a living Besht sending a disciple to find information about a deceased sinner's reputation to reveal a past life (gilgul), without any mention of visiting or praying at a grave.	"ספרו לו גנות ורעות האיש אשר שואל עליו כי היה רשע שאין דומה לו ר""ל : וישא הת""ח ההוא את רגליו וישב לביתו בפחי נפש בלי שום תשוע' כי אם ברפיון כח מרוב הדרך והיגונות אשר מצאתהו עדי בואו לביתו העיר הגדולה אשר שם היה הבעש""ט זלל"		
