story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Shivhei-Habesht_0193	Shivhei-Habesht	embedding	0.964		True	high	The Besht prescribes a penitential regimen of fasting and public mortification as atonement for the man's sin of hitting his father.	"Shivhei-Habesht_0193 תיוגים* פ""א הי' הבעש״ט באיזה קהילה והי׳ אכסניאותו על העלי' : פעם א׳ ראה איש א׳ עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך ועכ״ז לא "		
Mifalot-HaZadikim_0026	Mifalot-HaZadikim	embedding	0.964		True	high	The story depicts a period of several years where the protagonist lived in seclusion in a ruin (perishut), avoiding all human contact as part of his spiritual training.	וא נסתר ובאתי לפניו ואמרתי לו רבי למדיני אורחות חיים וכששמע זאת אז מילא פיו בצחוק והיתול ואמר להעומדים עליו השמעתם איש שוטה הזה קורא לי רבי ורוצה להיות בחברתינו הצריכים אנחנו לשוטים כאלו אז ענו כולם בצחוק והיתול ובאמת לא		
Khal-Hasidim_0086	Khal-Hasidim	embedding	0.963		False	high	The story focuses on the Besht's mystical authority and the afterlife consequences of breaking a vow, without any mention of physical self-denial or mortification.	"Khal-Hasidim_0086 תיוגים מעשה כשבא הבעש״ט לק""ק מעזיבוז לא היה חשוב בעיני החסידים היינו הרה""ק ר' זאב קיצעס והרה""ק ר' דוד פורקעס מחמת השם שקראו אותו בעש״ט כי שם זה אינו נאה לצדיק והיה להם תלמיד הגון וחלה והוא והיא היה איש "		
Shivhei-Habesht_0160	Shivhei-Habesht	embedding	0.963		False	high	The story depicts a communal mystical ritual to cancel decrees using a Torah scroll and a minyan, rather than individual ascetic self-denial or mortification.	"Shivhei-Habesht_0160 תיוגים* מעשה שהיה אב""ד בק""ק באר ואחד מבני העיר חלק עליו ונסע אל השר להקביל עליו ואינו ידוע לי לו אם מעסק הרבנות או מעסק אחר והטה מן הדרך אל הבעש״ט שיתפלל בעדו שיפיק רצונו מן השר והבטיח לו הבעש״ט ונסע"		
Mifalot-HaZadikim_0027	Mifalot-HaZadikim	embedding	0.962		False		[error] Unterminated string starting at: line 4 column 16 (char 61)	 להרוג אותם הוא רוצה והנה בתוך כך נפתחה דלת אחת מן החדרים המוסגרים החרבים ויצא משם אשם אחת עשירה ומקושטת ויגש לפני רום פני הבעש״ט זי״ע ואמר לו רבי אני מבקש מכם לשבות אצלי בשבת קודש ענה הבעש״ט ואמר שתי פליאות לי אחת האיך 		
Khal-Hasidim_0120	Khal-Hasidim	embedding	0.962		True	high	The plot centers on the spiritual power derived from an old priest's lifelong celibacy and asceticism, which the Baal Shem Tov seeks to break.	"Khal-Hasidim_0120 תיוגים פ""א בע""כ קודם כל נדרי נתאספו כל הקהל לבה""מד ועמד הבעש״ט ולא התחיל להתפלל והי' ניכר ממנו שהוא במבוכה רבה ונתעכבו עד בוש וגעו כל העם בבכיה כי הבינו הכל שלא דבר רק הוא אח״ז הביט הרב מהחלון איך שכומר"		
Shivhei-Habesht_0021	Shivhei-Habesht	embedding	0.962		False		[error] Unterminated string starting at: line 4 column 16 (char 62)	"Shivhei-Habesht_0021 תיוגים* שמעתי מהרב המפורסם החסיד וחכים דק""ק פולנאה 20 21 שהי' שבחי הבעש״ט 22 שהיה אב""ד בק""ק שאריגראד שמע ש הבעש״ט בא לק""ק מאהליב אמר בלבו אסע גם אני כי לא היה עדיין חסיד ונסע ובא בעש""ק אליו קודם תפיל"		
Khal-Hasidim_0202	Khal-Hasidim	embedding	0.962		False		[error] Unterminated string starting at: line 4 column 3 (char 48)	 הקדוש הסבא קדישא כי יתפלל בעדו להשם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כ כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לר		
Khal-Hasidim_0111	Khal-Hasidim	embedding	0.962		True	high	The story describes a 'seder teshuvah' (order of repentance) involving prescribed fasting and public self-humiliation as penance for a sin.	"Khal-Hasidim_0111 תיוגים פ""א היה הבעש""ט באיזה קהילה והי' אכסניתו על העלי' פעם א' ראה איש א' עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך ועכ""ז לא יכול להע"		
Shivhei-Habesht_0197	Shivhei-Habesht	embedding	0.962		False	high	The story focuses on the transmission and subsequent concealment of mystical knowledge (the language of animals), without mentioning any acts of self-mortification or ascetic self-denial.	"Shivhei-Habesht_0197 תיוגים* מעשה הי' שהרב המוכיח מוה' ארי׳ ליב מפולנאה חשקה נפשו מאוד ללמוד חכמת שיחת בהמות ועופות ושיחת דקלים מצד שנצרך לו זה לתוכחה ומאחר שהיה כוונתו לש""ש נגמר בדעתו ליסע ל הבעש״ט ולבקש ממנו שילמד אותו"		
Adat-Zadikim_0023	Adat-Zadikim	embedding	0.961		False		[error] Unterminated string starting at: line 4 column 3 (char 48)	"ו ויביט עליו ויכירהו ויצוה תיכף להתירו ויקחהו בידו בידי במהרה לחררו ויפול על צוארו ויבך מאוד וכהתימו לבכות נשא עיניו והנה הר""ח מצחק ויאמר לו רבינו שלשה דברים אשאלך מאין באת לבית האופה ומה חטאך אשר הגידו עליך ומה אתה מצחק"		
Shivhei-Habesht_0199	Shivhei-Habesht	embedding	0.96		False		[error] Expecting value: line 4 column 15 (char 59)	"Shivhei-Habesht_0199 תיוגים* פ""א בעי״כ קודם כל נדרי נתאספו כל הקהל לבמ""ד 199 ועמד שבחי הבעש״ט לה ועמד הבעש״ט ולא התחיל להתפלל והי' ניכר ממנו שהוא במבוכה רבה ונתעכבו עד בוש וגעו כל העם בבכי' כי הבינו הכל שלא דבר רק הוא אח"		
Shivhei-Habesht_0020	Shivhei-Habesht	embedding	0.96		False	high	The story focuses on mystical prayer intentions (kavanot) and the rectification of souls, not on ascetic self-denial or physical mortification.	"ושה לו תיקון ומתפלל בעדו ומעלהו והחשוב חשוב קודם והם רבים כ״כ שאם רציתי להעלות כולם הייתי צריך לעמוד ש״ע שלש שנים אך כשאני שומע הכרוז שמכריז תקודש מקודש וא""א עוד להעלות הנשמות אני פוסע מן הש""ע ואמר אליו רבי גרשון בדרך שח"		
Khal-Hasidim_0004	Khal-Hasidim	embedding	0.96		True	high	The story describes the Besht's practice of seclusion (hitbodedut) in a forest hut all week, returning home only for Shabbat, which is a form of ascetic withdrawal (perishut).	"י לפלא בעיניו ויהי בבוקר וילך לבית התבודדות להתפלל שם כדרכו ובבואו לביתו בא שמח וטוב לב בנשיאת ראש והלך בביתו אנה ואנה לומר אסדר לסעודתא ועשה קדושא רבא כדרכו בדביקות נפלא ובתוך הסעודה ביקש את האורח שיאמר ד""ת. ולא היה יוד"		
