story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Mifalot-HaZadikim_0021	Mifalot-HaZadikim	embedding	0.963		True	high	The story explicitly describes a Hasid traveling to visit Rabbi Baruch of Medzhybizh and being received by him, including an interaction where the Rebbe questions and hosts him over the Sabbath.	ררותו בתשובה נכונה ויעזוב את העגלות עם היי״ג הנ״ל ביד ערלים הנ״ל המובילים אותו וינס ויצא לרבו הנ״ל מ מעזיבוז . והגם שהיה דבר זה סכנה שיפסוד ח״ו כל היין הן אפשר שיכחישו לו הערלים ויאמרו להד״ם או לפחות יפסיד אותו מחמת ניסו		
Khal-Hasidim_0202	Khal-Hasidim	embedding	0.963		True	high	The story explicitly describes a Hasid visiting the Shpoler Zeide among a crowd of followers to petition for a blessing for children, and later depicts a similar petition to Rabbi Pinchas of Koretz.	 הקדוש הסבא קדישא כי יתפלל בעדו להשם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כ כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לר		
Adat-Zadikim_0023	Adat-Zadikim	embedding	0.962		False		[error] Unterminated string starting at: line 4 column 16 (char 61)	" וגם בעת ההתקשרות היו רק שלשתם ולא ידע שום אדם מזה ויצוה הר""ח שילכו לביתם ויחכו עד עת מועד אחרי ביאת רבינו מדרכו ויראה איך יפול דבר : ויהי כבוא רבינו מדרכו וישאל לשלום חבירו וינשק לו ויראה אס את פניו זועפות ויאמר לו ידיד"		
Mifalot-HaZadikim_0027	Mifalot-HaZadikim	embedding	0.961		False	high	The story depicts the Baal Shem Tov as a guest being hosted (and mistreated for spiritual correction) by a hidden Tzaddik, rather than the Besht himself performing the practice of receiving petitioners or followers.	 להרוג אותם הוא רוצה והנה בתוך כך נפתחה דלת אחת מן החדרים המוסגרים החרבים ויצא משם אשם אחת עשירה ומקושטת ויגש לפני רום פני הבעש״ט זי״ע ואמר לו רבי אני מבקש מכם לשבות אצלי בשבת קודש ענה הבעש״ט ואמר שתי פליאות לי אחת האיך 		
Khal-Hasidim_0253	Khal-Hasidim	embedding	0.961		False	high	The story depicts a judicial summons and a private meeting between two rabbis, not the specific Hasidic practice of a Tzaddik receiving petitioners or Hasidim (Kabbalat Kahal).	"לחה עשירית מזה כי תוכל ליקח את הרב הגדול ר""ח לחתן לך כי כן וכן הגיד לי ואנכי ידעתי כי יש לך בת בתולה הגונה וגם בית מיוחדת בחצר אך ספרים שאין לך לכ ע""כ ראה מה תעשה והזהר לא לגלות הדבר והי' זריז בזה כי יבא יום אשר יבא רבינ"		
Khal-Hasidim_0004	Khal-Hasidim	embedding	0.961		False		[error] Expecting value: line 4 column 15 (char 59)	"י לפלא בעיניו ויהי בבוקר וילך לבית התבודדות להתפלל שם כדרכו ובבואו לביתו בא שמח וטוב לב בנשיאת ראש והלך בביתו אנה ואנה לומר אסדר לסעודתא ועשה קדושא רבא כדרכו בדביקות נפלא ובתוך הסעודה ביקש את האורח שיאמר ד""ת. ולא היה יוד"		
Maase-Zadikim_0016	maase-zadikim	embedding	0.961		True	high	The story explicitly describes a hasid visiting the Shpoler Zeide to petition for a blessing for children and later petitioning Rabbi Pinchas of Korits during a hosted holiday meal.	קדוש הסבא קדישא כי יתפלל בעדו השם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לרבו הק		
Shivhei-Habesht_0002	Shivhei-Habesht	embedding	0.96		False		[error] Unterminated string starting at: line 4 column 16 (char 62)	"ץ ממון. וישב לו הנה אבי המנוח ז""ל הי' צדיק מפורסם וצוה עלו לפני הסתלקותו לישא אשה פה ק""ק אקום . ומוכרח אני לקיים כל דבריו. ומיד ותהום כל העיר שהיו לפניו כמה שידוכים ונשתדך עם נגיד א׳, כי נשא חן בעיני כל רואיו. ויהי אחרי "		
Maase-Zadikim_0008	maase-zadikim	embedding	0.96		False	high	The story depicts a dialogue and a parable between two brothers (R. Zishe and R. Elimelech) regarding their spiritual paths, rather than a Tzaddik holding a formal reception or audience for followers.	 מהם כי אם מחשבותיך ושפתיך יחדיו תואמים יהיו נכונים בדברים אשר ירצו לפני המלך ואז תשב לפני המלך ופנים אל פנים עיניך תחזינה את אביך המלך ביפיו. אחרי הדברים האלה כאשר כלה הרב הצדיק וקדוש את המשל הנזכר אמר לאחיו הצדיק בגודל		
Khal-Hasidim_0169	Khal-Hasidim	embedding	0.96		True	high	The text explicitly describes the gathering of all the Tzaddik's followers (Hasidim) at his permanent location for Rosh Hashanah, which is a central form of the Tzaddik hosting his community.	"ם כבנו שתקו ממנו ולא אמרו לו דבר : ויהי כי נתיחמה לבב האיש הנ""ל ויכנוס להר""ר ר׳ ליב ויאמר לו לי אבי השמעת כי ברוך ואפרים מתכנים עצמם בשם הגדול רבי ומפרסמים שמם בעולם ולא ענהו הרב דבר אולם לעת תפילת ערבית קרא הרב לאיש אחר"		
