story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Khal-Hasidim_0012	Khal-Hasidim	embedding+lexical	0.96	שבוים שבויים שבוי	False	high	The story describes a miraculous rescue from bandits by Elijah the Prophet, not the communal or individual practice of raising or paying ransom money (Pidyon Shvuyim).	"זקן אשר בא פתאום לכאן עם אנשי חיל. והחריד את הגזלנים וינתק השבוים ממאסרם ובאין אומר ודברים לקח את הבעש״ט עם רצ""ס להספינה ויסע אותם עד הביאם ביום שביעי של פסח ל סטאמבול ואז ראה הבעש״ט בחוש כי אין מניחים אותו מן השמים בשום"		
Mifalot-HaZadikim_0026	Mifalot-HaZadikim	embedding	0.965		False	high	The story focuses on the identification of the 'Tzaddik of the Generation' through hidden mystical teachings and has no mention of ransoming captives.	וא נסתר ובאתי לפניו ואמרתי לו רבי למדיני אורחות חיים וכששמע זאת אז מילא פיו בצחוק והיתול ואמר להעומדים עליו השמעתם איש שוטה הזה קורא לי רבי ורוצה להיות בחברתינו הצריכים אנחנו לשוטים כאלו אז ענו כולם בצחוק והיתול ובאמת לא		
Shivhei-Habesht_0005B	Shivhei-Habesht	embedding	0.962		False	high	The story describes the Besht's early years, an exorcism of a spirit from a woman, and a prayer for rain, but contains no mention of ransoming captives or prisoners.	"כא""וא כפי מעלתו ו הבעש״ט נכנס באחרונה וכשראתה אותו ואמרה ב""ה ר׳ ישראל כ' עדיין רך בשנים אמרה לו אתה סבור שאני מפחד ממך לא כי אני ידעתי שהזהירו אותך מן השמי' שלא לעסוק בשמות הקדושים עד שישתלמו לך ששה ושלשים שנה והוא הי׳ נ"		
Shivhei-Habesht_0193	Shivhei-Habesht	embedding	0.961		False	high	The story concerns a son who struck his elderly father and received a penance from the Besht; there is no mention of ransoming captives.	"Shivhei-Habesht_0193 תיוגים* פ""א הי' הבעש״ט באיזה קהילה והי׳ אכסניאותו על העלי' : פעם א׳ ראה איש א׳ עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך ועכ״ז לא "		
Mifalot-HaZadikim_0027	Mifalot-HaZadikim	embedding	0.961		False	high	The story describes a spiritual ordeal and rectification for a past sin (mistreating an orphan) rather than the physical ransom of Jewish captives from prison.	 להרוג אותם הוא רוצה והנה בתוך כך נפתחה דלת אחת מן החדרים המוסגרים החרבים ויצא משם אשם אחת עשירה ומקושטת ויגש לפני רום פני הבעש״ט זי״ע ואמר לו רבי אני מבקש מכם לשבות אצלי בשבת קודש ענה הבעש״ט ואמר שתי פליאות לי אחת האיך 		
Khal-Hasidim_0102	Khal-Hasidim	embedding	0.961		False	medium	Embedding-only neighbor; no captive-ransom depicted.	"ימים שלח השר בעצמו אחריו ונתן לו האורנדע כדבר הבעש״ט והי' סבור אולי השר נצרך כהיום למעות מאד והציקתו לעבור ע""ד ובתוך שנה ילדה אשתו ב""ז אבל לא עלה ע""ד להודיע ל הבעש״ט כי אמר מקרה הוא ויגדל הילד הלוך וגדול ונעשה פרא אדם ממ"		
Khal-Hasidim_0004	Khal-Hasidim	embedding	0.961		False	high	The story focuses on the Besht's hidden lifestyle and his eventual revelation to his community; there is no mention of ransoming captives or prisoners.	"ד גדול ואחר האכילה אמר ישראל תכין לי הסוסים שאסע מיד וכן עשה קשר הסוסים בעגלה. אח""ז אמר הבעש״ט מה היה אם היה מעלתו שבת בכאן ויהי לצחוק בעיניו וכשנסע משם דרך חצי פרסה נשבר אצלו אופן א׳ וחזר לשם ונטל האופן ונסע לדרכו ופעם "		
Shivhei-Habesht_0002	Shivhei-Habesht	embedding	0.961		False	high	The story recounts the transmission of mystical manuscripts to the Besht and his early life, but contains no mention of ransoming captives.	"ץ ממון. וישב לו הנה אבי המנוח ז""ל הי' צדיק מפורסם וצוה עלו לפני הסתלקותו לישא אשה פה ק""ק אקום . ומוכרח אני לקיים כל דבריו. ומיד ותהום כל העיר שהיו לפניו כמה שידוכים ונשתדך עם נגיד א׳, כי נשא חן בעיני כל רואיו. ויהי אחרי "		
Adat-Zadikim_0023	Adat-Zadikim	embedding	0.961		False	high	The story focuses on the themes of humility, hidden righteousness, and the relationship between Rabbi Hayyim and the Rema; it contains no mention of ransoming captives.	"ו ויביט עליו ויכירהו ויצוה תיכף להתירו ויקחהו בידו בידי במהרה לחררו ויפול על צוארו ויבך מאוד וכהתימו לבכות נשא עיניו והנה הר""ח מצחק ויאמר לו רבינו שלשה דברים אשאלך מאין באת לבית האופה ומה חטאך אשר הגידו עליך ומה אתה מצחק"		
Khal-Hasidim_0202	Khal-Hasidim	embedding	0.961		False	high	The story depicts a wealthy man providing charity and Passover supplies to a poor Rabbi, not randsoming captives or prisoners.	 הקדוש הסבא קדישא כי יתפלל בעדו להשם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כ כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לר		
Khal-Hasidim_0253	Khal-Hasidim	embedding	0.96		False	high	The story is about a rabbi living in voluntary humility and being falsely accused of a sin; it contains no mention of ransoming captives or paying for the release of prisoners.	"לחה עשירית מזה כי תוכל ליקח את הרב הגדול ר""ח לחתן לך כי כן וכן הגיד לי ואנכי ידעתי כי יש לך בת בתולה הגונה וגם בית מיוחדת בחצר אך ספרים שאין לך לכ ע""כ ראה מה תעשה והזהר לא לגלות הדבר והי' זריז בזה כי יבא יום אשר יבא רבינ"		
Shivhei-Habesht_0014	Shivhei-Habesht	embedding	0.96		False	medium	Embedding-only neighbor; no captive-ransom depicted.	ך לעירינו א׳ פרסה ולא האמין ולדבריו כי האיך יוכל להיות כך כי הלא לא נעלם מבנו רב הגעגועים שלהם וכמים הפנים וכ׳ בוודאי אין כסף נחשב למאומה ויתן בעד פור כור מה שיבקשו בכדי שיבא על שבת לביתו עכ״ז לרווחא דמילתא שלח ערל א׳ לכ		
Mifalot-HaZadikim_0006	Mifalot-HaZadikim	embedding	0.96		False	high	The story focuses on hospitality (hachnasat orchim) and the fate of the host's son; it contains no mention of ransoming captives or prisoners.	 ועתה טוב לי מאז כי הוא הכה אותי תמיד ועתה כשהוא מת ואמי ג״כ מתה וביתו נשרף והונו ורכושו נאבד טוב לי מאוד כי יכול אני לילך בשרירות לבי ואין מוחה בידי ונתחברתי אל העניים המסבבים וסבותי גם אני עליהם לשקוד על פתחי נדיבים לב		
Shivhei-Habesht_0138	Shivhei-Habesht	embedding	0.96		False	medium	Embedding-only neighbor; no captive-ransom depicted.	"ט נסע לדרכו ובאו וכשראו ששהה נסיעתם אמרו אנחנו נלך לבהמ""ד וכשיהי' מוכן לנסוע יתן לנו ר' מאיר ידיעה ונבוא וכן הי' שהודיע להם ובאו ונתן הנגיד ל הבעש״ט בפעם ראשונה א׳ אד""ז וכשבאו וכשבאי פ""ש לקח הבעש״ט אותו א""ז ונתן להנגיד ה"		
Peer-MiKdoshim_0001	PeerMikdoshim	embedding	0.96		False	high	The story discusses financial loss and reincarnation (gilgul) debts, but contains no mention of ransoming or freeing captives/prisoners.	גביר מ רישא לפניו ויען בקול גדול הוי ואבוי אנכי הוא האיש הזה כי טרם בואי הנה אל הצדיק הקדוש בא אלי איש עני ודפק על פתחי וזרקתי אותי מביתי ונפל מת על סף הבית ועתה גם כל יתר דברי קדשו יחדירו כברק תוך סתר לבבי בידעתי כי גרמ		
Khal-Hasidim_0009	Khal-Hasidim	embedding	0.96		False	high	The story focuses on the revelation of the Baal Shem Tov, an exorcism of a spirit, and a miracle for rain; it contains no mention of ransoming captives or prisoners.	"עדיין רך בשנים אמרה לו אתה סבור שאני מפחד ממך לא כי אני ידעתי שהזהירו אותך מן השמים שלא לעסוק בשמות הקדושים עד שישתלמו לך שלש ושלשים שנה והוא היה נחב׳ אל הכלים והאנשים הנ""ל שאלו אותה מה אתה אומרת והיא כפלה בדבריה לפניהם "		
Khal-Hasidim_0173	Khal-Hasidim	embedding	0.96		False	high	The story describes a repentant informer who saves a woman from freezing (pikuach nefesh) and refuses to denounce Jews, but it does not involve ransoming captives or prisoners.	ל אשר עשה עד כה וכאשר נתייגע בזה מעט אז כמו נד נצבו לפניו כל העבירות שעשה מעודו. ויתמהמה מאוד ויעמוד הרבה ולא היה יכול לומר סלח לנו. עד כי נתחרט מאוד על כל מה שעשה וקבל עליו לעזוב חטאיו על להבא ועתה ישוב לביתו תיכף ולא י		
Shivhei-Habesht_0184	Shivhei-Habesht	embedding	0.959		False	high	The story focuses on a miracle concerning a merchant's son and a supernatural encounter with the prophet Jonah; there is no mention of ransoming captives.	"ומעשיו וכאשר התחילו כל הסוחרי' לחזור איש איש למקומו הניח הוא ג״כ כל הסחורה שלו בעגלות ונסע לדרכו ויהי כאשר בא לשער העיר וירא והנה האיש עומד נגדו ויפג לבו כי לא הכירו ויאמר האיש אליו הנה ישנו ת""י מעלתו עלי צעטיל על סך פ׳ "		
Adat-Zadikim_0003	Adat-Zadikim	lexical	0.957	שבוים שבויים שבוי	False	high	The story depicts a miraculous rescue of captives by Elijah the Prophet rather than the community practice of raising or paying money to ransom prisoners (Pidyon Shvuyim).	"זקן אשר בא פתאום לכאן עם אנשי חיל. ויפריד את הגזלנים וינתק השבוים ממאסרם. ובאין אומר ודברים לקח את הבעש״ט עם רצ""ס להספינה ויסע אתם עד הביאם ביום שביעי של פסח ל סטאמביל ואז ראה הבעש״ט בחוש כי אין מניחים אותו מן השמים בשום"		
Shivhei-Habesht_0097	Shivhei-Habesht	lexical	0.955	שבוים שבוי	True	medium	Pavlitsh captives (השבוים); fundraising around captives depicted, though the darshan abused it.	"ים שיבטלו הגזירה אך שדרשן אחד דרש בק""ק בראד ועשה לו פרנסה מהשבוים ועורר מדנים וגרם שנהרגו השבוי' בעו""ה :"		
Khal-Hasidim_0082	Khal-Hasidim	lexical	0.955	שבוים שבוי	True	medium	Pavlitsh captives (השבוים); fundraising around captives depicted, though the darshan abused it.	"ים שיבטלו הגזירה אך שדרשן אחד דרש בק""ק בראד ועשה לו פרנסה מהשבוים ועורר מדנים וגרם שנהרגו השבוים בעו""ה :"		
Mifalot-HaZadikim_0022	Mifalot-HaZadikim	lexical	0.952	פדיון שבוים שבוים שבוי	True	high	Traveled to gather money for ransoming captives (לקבץ ממון על פדיון שבוים).	יעקב שמשון מ שיפיטעווקע דרכו היה לנסוע למרחקים לקבץ ממון על פדיון שבוים ולפרנס להצדיקים אשר היה במסתרים ויהי בדרך רחוק ממדינתו הרבה מאוד לארצות המערב מרחק רב עד שכאשר שאלו אותו מאין אתם לא הכירו בעירו ולא שמעו. עד שהוכרח		
