story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Mifalot-HaZadikim_0027	Mifalot-HaZadikim	embedding	0.963		False		[error] 'list' object has no attribute 'get'	 להרוג אותם הוא רוצה והנה בתוך כך נפתחה דלת אחת מן החדרים המוסגרים החרבים ויצא משם אשם אחת עשירה ומקושטת ויגש לפני רום פני הבעש״ט זי״ע ואמר לו רבי אני מבקש מכם לשבות אצלי בשבת קודש ענה הבעש״ט ואמר שתי פליאות לי אחת האיך 		
Adat-Zadikim_0023	Adat-Zadikim	embedding	0.962		False		[error] Unterminated string starting at: line 5 column 5 (char 57)	"פחתיך ואתה יקר בעיני מעשרה בנים ומה אתה חסר עמדי על כן תניח מלדבר דברים כאלו ולעגם את נפשי כי כל ימי חיי לא אניחך להפרד מאתי ויבך גם הר""ח ויחשה ולא ענהו מאומה. ובמשך זמן מועט אמר לו אדוני חבירי אל נא תרבה תדבר אלי עוד בד"		
Khal-Hasidim_0017	Khal-Hasidim	embedding	0.961		False	high	The story describes the travel of a poor scholar/petitioner to another city at the instruction of the Baal Shem Tov, but the Baal Shem Tov himself does not travel.	"ספרו לו גנות ורעות האיש אשר שואל עליו כי היה רשע שאין דומה לו ר""ל : וישא הת""ח ההוא את רגליו וישב לביתו בפחי נפש בלי שום תשוע' כי אם ברפיון כח מרוב הדרך והיגונות אשר מצאתהו עדי בואו לביתו העיר הגדולה אשר שם היה הבעש""ט זלל"		
Mifalot-HaZadikim_0026	Mifalot-HaZadikim	embedding	0.961		False	high	The story describes a disciple traveling to find various Tzaddikim, but does not depict the Tzaddik himself undertaking journeys or travels as part of his practice.	וא נסתר ובאתי לפניו ואמרתי לו רבי למדיני אורחות חיים וכששמע זאת אז מילא פיו בצחוק והיתול ואמר להעומדים עליו השמעתם איש שוטה הזה קורא לי רבי ורוצה להיות בחברתינו הצריכים אנחנו לשוטים כאלו אז ענו כולם בצחוק והיתול ובאמת לא		
Khal-Hasidim_0253	Khal-Hasidim	embedding	0.961		False		[error] Unterminated string starting at: line 4 column 16 (char 62)	"חשה ולא ענהו מאומה ובמשך זמן מועט אמר לו אדוני חבירי אל נא תרבה לדבר אלי עוד בדבר זה כי לא אשנה דברי אשר דברתי כי הומה לבי אל משפחתי כי לא מאבן נולדתי וגם אנכי רוצה לקיים כיבוד אחי הגדול אשר הוא דאורייתא וע""כ אל תתרעם על"		
Khal-Hasidim_0202	Khal-Hasidim	embedding	0.961		False	high	The story depicts a Hasid traveling to the Spolyer Zeyde and later to Koritz for a fair; it does not feature the Tzaddikim themselves undertaking journeys.	 הקדוש הסבא קדישא כי יתפלל בעדו להשם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כ כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לר		
Khal-Hasidim_0218	Khal-Hasidim	embedding	0.961		True	high	The story explicitly describes the extensive travels of R. Israel Politzker and R. Azriel as they journey to Vilna, Mezeritch, and then from city to city to recruit followers for the Maggid.	"תמהמהו יתמהמו פה על המשתה אשר יעשה להם ואח״כ יתן להם מסת נדבת ידו כי חשב כי המה נוסעים לקבץ כסף ונתרצה לו הרר""י וימתינו עד הסעודה והאנשים הקרואים על המנין ג""כ היו שם ויתבוננו כולם אודות האנשים ההם כי המה ראו חדשות אשר לא"		
Mifalot-HaZadikim_0018	Mifalot-HaZadikim	embedding	0.96		False	high	The story describes localized movement between a synagogue's women's gallery and the Besht's home to confront a demon, which does not constitute a thematic 'journey' or 'travel' of the tzaddik.	Mifalot-HaZadikim_0018 תיוגים בעהש״ט הקדוש זי״ע הוצרך פ״א לידע איזה סוד וגילו לו שהסוד ההוא כבוש תחת יד הס״מ בעצמו שחטף אותו מעת שגרם החטא. והבין הבעש״ט שאין בידו להוציא השם הנ״ל מת״י רק בהתחברו עם עוד איזה צדיק ויבחר לו		
Shivhei-Habesht_0197	Shivhei-Habesht	embedding	0.96		True	high	The story explicitly describes a journey initiated by the Besht to Kaminka, during which he invites the Maggid of Polonne to travel with him in his wagon.	"Shivhei-Habesht_0197 תיוגים* מעשה הי' שהרב המוכיח מוה' ארי׳ ליב מפולנאה חשקה נפשו מאוד ללמוד חכמת שיחת בהמות ועופות ושיחת דקלים מצד שנצרך לו זה לתוכחה ומאחר שהיה כוונתו לש""ש נגמר בדעתו ליסע ל הבעש״ט ולבקש ממנו שילמד אותו"		
Khal-Hasidim_0002	Khal-Hasidim	embedding	0.96		False		[error] Unterminated string starting at: line 4 column 3 (char 47)	"ו והודיעו הדבר לק""ק בראד לבנו הרב הגדול והק׳ מו""ה גרשון קיטעבר ויבא אל אביו להספידו כד״ת וקיבל כל הכתבים שמצא ת״י ובתוך כך מצא התנאים איך ששידך את בתו שהוא אחותו של הרב מוהר""ג עם איזה איש ששמו ישראל ויהי לפלא בעיניו כי א"		
