story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Mifalot-HaZadikim_0026	Mifalot-HaZadikim	embedding	0.961		True	high	The story explicitly describes the hidden saint delivering several segments of deep Torah teachings and homilies ('דיבורי תורה', 'דרש') to the Rizhiner Rebbe.	וא נסתר ובאתי לפניו ואמרתי לו רבי למדיני אורחות חיים וכששמע זאת אז מילא פיו בצחוק והיתול ואמר להעומדים עליו השמעתם איש שוטה הזה קורא לי רבי ורוצה להיות בחברתינו הצריכים אנחנו לשוטים כאלו אז ענו כולם בצחוק והיתול ובאמת לא		
Mifalot-HaZadikim_0027	Mifalot-HaZadikim	embedding	0.961		False		[error] Unterminated string starting at: line 4 column 16 (char 61)	מרוב צערו נרדם הבעש״ט ועלה ברעיונם של התלמידים אולי מקרה הוא ואפשר בחזיון לילה יגלו לו הדבר ובחלום ידבר בו. ויהי כי התעורר הבעש״ט משינתו ועדיין לא גילו לו שום דבר ונכפל להם הצער ברוב יגון ואנחה וכשבא חצות היום של עש״ק הא		
Mifalot-HaZadikim_0021	Mifalot-HaZadikim	embedding	0.961		True	high	The story depicts Rabbi Menachem Mendel of Lubavitch delivering a teaching and homily to his followers regarding the nature of true self-sacrifice, using an anecdote as a moral lesson.	ררותו בתשובה נכונה ויעזוב את העגלות עם היי״ג הנ״ל ביד ערלים הנ״ל המובילים אותו וינס ויצא לרבו הנ״ל מ מעזיבוז . והגם שהיה דבר זה סכנה שיפסוד ח״ו כל היין הן אפשר שיכחישו לו הערלים ויאמרו להד״ם או לפחות יפסיד אותו מחמת ניסו		
Shivhei-Habesht_0020	Shivhei-Habesht	embedding	0.96		False	high	The story describes a private mystical exchange and experience regarding prayer intentions and the rectification of souls, rather than a formal sermon or homily.	"ושה לו תיקון ומתפלל בעדו ומעלהו והחשוב חשוב קודם והם רבים כ״כ שאם רציתי להעלות כולם הייתי צריך לעמוד ש״ע שלש שנים אך כשאני שומע הכרוז שמכריז תקודש מקודש וא""א עוד להעלות הנשמות אני פוסע מן הש""ע ואמר אליו רבי גרשון בדרך שח"		
Shivhei-Habesht_0193	Shivhei-Habesht	embedding	0.96		False	high	The story describes the Besht's clairvoyant rebuke of a specific individual and the assigning of a personal penance, rather than a formal sermon or homily.	"Shivhei-Habesht_0193 תיוגים* פ""א הי' הבעש״ט באיזה קהילה והי׳ אכסניאותו על העלי' : פעם א׳ ראה איש א׳ עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך ועכ״ז לא "		
Khal-Hasidim_0026	Khal-Hasidim	embedding	0.96		False	high	The story focuses entirely on the Besht's ecstatic and physical experiences during prayer (tefillah) rather than delivering a formal sermon or teaching.	"פעמים ואח״כ רמז שילכו להתפלל לפני התיבה ובא ר' דוד הנ""ל להתפלל כי הוא היה מתפלל בימים נוראים וכשבא סמוך לתיבה התחיל הבעש״ט לבזותו בפני כל עם ועדה ואמר בזה הלשון זקן אשמאי היכן אתה הולך וביזה וגינה אותו ערך חצי שעה והיה ר"		
Khal-Hasidim_0082	Khal-Hasidim	embedding	0.96		False	high	The mention of a sermon (דרשה) at the very end is an incidental background detail regarding a preacher in Brody, not a depiction of the protagonist Tzaddik delivering a teaching.	"ה על מטתה ו הבעש״ט עדיין שוכב על הארץ בפישוט ידים ורגלים ועמד ר' דוד הנ""ל אצל הפתח לראות מה יהי' הסוף ונתיגע לעמוד ולקח ספסל וישב אצל הפתח וכמו חצי לילה שמע שאמר לאשתו תכסה פניך וברגע האיר בחדר והיה מאיר דרך סדקים ואמר ב"		
Shivhei-Habesht_0015	Shivhei-Habesht	embedding	0.959		False	high	The story focuses entirely on the Besht's intense physical and mystical experiences during prayer (tefillah) and his interactions with those leading the service, without any mention of a sermon or formal teaching.	"קים ומניח כמה פעמים ואח״כ רמז שילכו להתפלל לפני התיבה ובא ר' דוד הנ""ל להתפלל כי הוא הי' מתפלל בימים נוראים וכשבא סמוך לתיבה התחיל הבעש""ט לבזותו בפני כל עם ועדה ואמר בזה הלשון זקן אשמאי היכן אתה הולך וביזה וגינה אותו ערך "		
Shivhei-Habesht_0203	Shivhei-Habesht	embedding	0.959		False	high	The story depicts a private spiritual correction and private advice given by the Besht to a Rabbi, rather than a formal sermon or public homily.	"Shivhei-Habesht_0203 תיוגים* פ""א נסע הבעש״ט עם תלמידיו והוכרחו ללון ביער אמרו התלמידים התנמידים בבדיחותא נראה הסעודה שיעשה הרב לנו ויאמר הרב לכן ביום מחר אי""ה אעשה לכם סעוד׳ גדולה בכמה מיני מטעמים ולמחרתו באו לעיר גדולה "		
Khal-Hasidim_0202	Khal-Hasidim	embedding	0.959		False		[error] Unterminated string starting at: line 4 column 16 (char 61)	 הקדוש הסבא קדישא כי יתפלל בעדו להשם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כ כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לר		
Khal-Hasidim_0017	Khal-Hasidim	embedding	0.959		False	high	The Besht provides a private explanation/revelation about reincarnation to a specific individual rather than delivering a formal sermon or homily.	"ספרו לו גנות ורעות האיש אשר שואל עליו כי היה רשע שאין דומה לו ר""ל : וישא הת""ח ההוא את רגליו וישב לביתו בפחי נפש בלי שום תשוע' כי אם ברפיון כח מרוב הדרך והיגונות אשר מצאתהו עדי בואו לביתו העיר הגדולה אשר שם היה הבעש""ט זלל"		
Shivhei-Habesht_0197	Shivhei-Habesht	embedding	0.959		True	high	The story depicts the Besht delivering a structured mystical teaching (Torah) to his disciple, including explanations of the Zohar and the secrets of the Divine Chariot.	"Shivhei-Habesht_0197 תיוגים* מעשה הי' שהרב המוכיח מוה' ארי׳ ליב מפולנאה חשקה נפשו מאוד ללמוד חכמת שיחת בהמות ועופות ושיחת דקלים מצד שנצרך לו זה לתוכחה ומאחר שהיה כוונתו לש""ש נגמר בדעתו ליסע ל הבעש״ט ולבקש ממנו שילמד אותו"		
Shivhei-Habesht_0097	Shivhei-Habesht	embedding	0.959		False	high	While a 'preacher' (darshan) is mentioned at the end as a cause for the tragedy, the story itself does not depict a tzaddik delivering a sermon or teaching; it focuses on mystical mourning and communication with souls.	"כבה על מיטתה ו הבעש״ט עדיין שוכב על הארץ בפישוט ידים ורגלים ועמד ר' דוד הנ""ל אצל הפת׳ לראו' מה יהיה הסוף ונתיגע לעמוד ולקח ספסל וישב אצל הפתח וכמו חצי לילה שמע שאמר לאשתו תכסה פניך וברגע האיר בחדר והיה מאיר דרך סדקים ואמ"		
Khal-Hasidim_0120	Khal-Hasidim	embedding	0.958		False	high	The story depicts a theurgic act involving a conversation with a priest to remove a spiritual blockage, rather than a formal sermon or public teaching session.	"Khal-Hasidim_0120 תיוגים פ""א בע""כ קודם כל נדרי נתאספו כל הקהל לבה""מד ועמד הבעש״ט ולא התחיל להתפלל והי' ניכר ממנו שהוא במבוכה רבה ונתעכבו עד בוש וגעו כל העם בבכיה כי הבינו הכל שלא דבר רק הוא אח״ז הביט הרב מהחלון איך שכומר"		
Khal-Hasidim_0174	Khal-Hasidim	embedding	0.958		False		[error] Expecting value: line 4 column 15 (char 60)	"רי : פעם אחד בא אליו הר""ש הנ""ל בחג השבועות וירא והנה קאחיל אחת מהתנור רועדת וגם הכסא אשר ישב עליה הרב רועדת וישאל הר""ש את הרב מה זאת ויאמר לו הרב כי היום היה אצלי הבעש״ט הקדוש ומורי הרב המגיד הק' ואנכי לא הכרתי את הבעש״ט"		
Khal-Hasidim_0111	Khal-Hasidim	embedding	0.958		False	high	The story depicts a private confrontation and a prescription for repentance rather than a sermon, teaching, or homily.	"Khal-Hasidim_0111 תיוגים פ""א היה הבעש""ט באיזה קהילה והי' אכסניתו על העלי' פעם א' ראה איש א' עובר על הרחוב מיד צוה להמשרת שלו רוץ מהר וקרא לי את האיש הזה וירץ הנער ויקרא לו ומתחילה נתפעם לבו ולא רצה לילך ועכ""ז לא יכול להע"		
Mifalot-HaZadikim_0009	Mifalot-HaZadikim	embedding	0.958		False	high	The story depicts a Tzaddik's nighttime intercession to sweeten divine judgments through brief directives and symbolic actions (drinking l'chaim), rather than a formal sermon, homily, or Torah teaching.	Mifalot-HaZadikim_0009 תיוגים פ״א באישון לילה ואפילה בשעה ב׳ אחר חצות לילה בא הרב הצדיק והקדוש הנ״ל עם משמשו לבית מדרשו והעיר לכל האנשים הישיני׳ שם (והם ממקורבי׳ המסתופפי׳ בצלו ויושבי׳ שם בבית מדרשו ללמוד תורת ד׳ ועבודתו		
Sipurei-Zadikim_0006	Sipurei-Zadikim	embedding	0.958		False	high	The story describes an interpersonal conflict and a specific rebuke regarding the honor of other tzaddikim, rather than the delivery of a formal sermon or homiletic teaching.	". אבל מחמת כי הוא נתגדל אצל רבם כבנו שתקו ממנו ולא אמר לו דבר : ויהי כי נתיחמה לבב האיש הנ""ל ויכנוס להר״ר ר׳ ליב ויאמר לו אבי השמעת כי ברוך ו אפרים מתכנים עצמם בשם הגדול רבי ומפרסמים ומפרסים שמם בעולם ולא ענהו הרב דבר. א"		
Mifalot-HaZadikim_0018	Mifalot-HaZadikim	embedding	0.958		False	high	The story depicts a mystical confrontation and magical operations against the Samael rather than the delivery of a sermon or a formal religious teaching.	Mifalot-HaZadikim_0018 תיוגים בעהש״ט הקדוש זי״ע הוצרך פ״א לידע איזה סוד וגילו לו שהסוד ההוא כבוש תחת יד הס״מ בעצמו שחטף אותו מעת שגרם החטא. והבין הבעש״ט שאין בידו להוציא השם הנ״ל מת״י רק בהתחברו עם עוד איזה צדיק ויבחר לו		
Khal-Hasidim_0031	Khal-Hasidim	embedding	0.958		False	high	The story depicts a private mystical exchange and a description of the Besht's prayer experiences rather than the delivery of a sermon or homiletic teaching (Torah).	"ל בעדו ומעלהו והחשוב חשוב קודם והם רבים ג""כ שאם רצותי להעלות כולם הייתי צריך לעמוד ש״ע שלש שנים אך כשאני שומע הכרוז שמכריז מקודש מקודש וא""א עוד להעלות הנשמות אני פוסע מן הש""ע. ואמר אליו רבי גרשון בדרך שחוק למה אין באים א"		
Adat-Zadikim_0023	Adat-Zadikim	embedding	0.958		False	high	The story describes a narrative of hidden identity, private study, and a message from Elijah the Prophet, but does not depict a tzaddik delivering a formal sermon or homily to an audience.	"פחתיך ואתה יקר בעיני מעשרה בנים ומה אתה חסר עמדי על כן תניח מלדבר דברים כאלו ולעגם את נפשי כי כל ימי חיי לא אניחך להפרד מאתי ויבך גם הר""ח ויחשה ולא ענהו מאומה. ובמשך זמן מועט אמר לו אדוני חבירי אל נא תרבה תדבר אלי עוד בד"		
Khal-Hasidim_0140	Khal-Hasidim	embedding	0.958		True	high	The story describes a pivotal moment where the Baal Shem Tov teaches the Maggid mystical secrets (Torah), accompanied by supernatural phenomena.	י עמוד ואמר הבעש״ט לא כן הוא אני אומר לפניך ואמר לפניו ובתוך כך נזדעזע וקם ואמר אנחנו עוסקים במעשה מרכבה ואני יושב ואמר בעמידה ובתוך הדבורים שכב אותי במטה כמו עיגול ושוב לא ראיתי אותו רק שמעתי קולות וראיתי ברקים ולפידים 		
Shivhei-Habesht_0002	Shivhei-Habesht	embedding	0.958		False		[error] Unterminated string starting at: line 4 column 16 (char 61)	"ץ ממון. וישב לו הנה אבי המנוח ז""ל הי' צדיק מפורסם וצוה עלו לפני הסתלקותו לישא אשה פה ק""ק אקום . ומוכרח אני לקיים כל דבריו. ומיד ותהום כל העיר שהיו לפניו כמה שידוכים ונשתדך עם נגיד א׳, כי נשא חן בעיני כל רואיו. ויהי אחרי "		
Shivhei-Habesht_0160	Shivhei-Habesht	embedding	0.958		False	high	The story describes a mealtime conversation and a specific spiritual intervention regarding a legal dispute, but does not depict the delivery of a formal sermon, homily, or 'Torah' teaching.	"Shivhei-Habesht_0160 תיוגים* מעשה שהיה אב""ד בק""ק באר ואחד מבני העיר חלק עליו ונסע אל השר להקביל עליו ואינו ידוע לי לו אם מעסק הרבנות או מעסק אחר והטה מן הדרך אל הבעש״ט שיתפלל בעדו שיפיק רצונו מן השר והבטיח לו הבעש״ט ונסע"		
Khal-Hasidim_0169	Khal-Hasidim	embedding	0.957		False	high	The story depicts a rebuke and a specific dialogue regarding the honor of other tzaddikim, but does not feature a formal sermon or homily delivered to a congregation.	"ם כבנו שתקו ממנו ולא אמרו לו דבר : ויהי כי נתיחמה לבב האיש הנ""ל ויכנוס להר""ר ר׳ ליב ויאמר לו לי אבי השמעת כי ברוך ואפרים מתכנים עצמם בשם הגדול רבי ומפרסמים שמם בעולם ולא ענהו הרב דבר אולם לעת תפילת ערבית קרא הרב לאיש אחר"		
Maase-Zadikim_0016	maase-zadikim	embedding	0.957		False		[error] Expecting value: line 4 column 15 (char 60)	קדוש הסבא קדישא כי יתפלל בעדו השם ית' שיושיעהו בפרי בטן והצדיק הנזכר היה מדחה אותו בלך ושוב בכל יום פעם אמר לו כי יעשה סעודת מרעים להחסידים והמה יברכו אותו אולי יעלה בידם וכן עשה ולא הועילו לו מאומה ובכל פעם בואו לרבו הק		
Shivhei-Habesht_0014	Shivhei-Habesht	embedding	0.957		False	high	The story depicts a private explanation of a miracle (clairvoyance) rather than a formal sermon, public teaching, or homily delivered to a group.	ך לעירינו א׳ פרסה ולא האמין ולדבריו כי האיך יוכל להיות כך כי הלא לא נעלם מבנו רב הגעגועים שלהם וכמים הפנים וכ׳ בוודאי אין כסף נחשב למאומה ויתן בעד פור כור מה שיבקשו בכדי שיבא על שבת לביתו עכ״ז לרווחא דמילתא שלח ערל א׳ לכ		
Peer-MiKdoshim_0001	PeerMikdoshim	embedding	0.957		False		[error] Unterminated string starting at: line 4 column 16 (char 62)	גביר מ רישא לפניו ויען בקול גדול הוי ואבוי אנכי הוא האיש הזה כי טרם בואי הנה אל הצדיק הקדוש בא אלי איש עני ודפק על פתחי וזרקתי אותי מביתי ונפל מת על סף הבית ועתה גם כל יתר דברי קדשו יחדירו כברק תוך סתר לבבי בידעתי כי גרמ		
Khal-Hasidim_0253	Khal-Hasidim	embedding	0.957		False	high	The story is a biographical narrative about humility and a visit from Elijah the Prophet; it does not depict a tzaddik delivering a formal sermon or teaching.	"לחה עשירית מזה כי תוכל ליקח את הרב הגדול ר""ח לחתן לך כי כן וכן הגיד לי ואנכי ידעתי כי יש לך בת בתולה הגונה וגם בית מיוחדת בחצר אך ספרים שאין לך לכ ע""כ ראה מה תעשה והזהר לא לגלות הדבר והי' זריז בזה כי יבא יום אשר יבא רבינ"		
