story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Khal-Hasidim_0126	Khal-Hasidim	embedding+lexical	0.958	פודה	False	high	Angel 'redeeming from death' — figurative/divine, not a monetary pidyon to a tzaddik.	 את כל מקרהו ויאמר אך מבני עליון אתה המלאך הגואל אותי משחת ופודה ממות בזכות אבותי בני ובנותי למעני אך למעני ממרום שלחתני להצילני וירכיבהו האדון באחת מרכבותיו ויצו אנשים עליו לשמרו ואת העגלה שלו עם כספו נהגו אתם ויסע האדו		
Adat-Zadikim_0006	Adat-Zadikim	embedding+lexical	0.957	פדה	False	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.	"פולין עם אבותינו) אמר להם האיש כי נכמרו רחמיו אל תבכו אנכי אפדה אתכם ויאמר להשוטרים הוליכוני לבית האדונים ואנכי אשלם עבור השבויים. ויוליכהו וישאלהו האיש כמה מגיע ויחשוב האדון חשבון הכפרים ויאמר לו שני מאות וט""ו אדומים מג"		
Adat-Zadikim_0007	Adat-Zadikim	embedding+lexical	0.957	פדיון פדיו פודה	True	high	Pidyon money given to/handled by the tzaddik for intercession (group A).	 צאת הכוכבים ורק דבר אחד מתמיה לב הרואה ראה הרב מאתו כי כל הפדיון אשר הוא פודה משליך דמי הפדיון בשני מקומות היינו כי בשולחן השיינק היה שני ארגזים ולכל אחד סדק במקום שמשליכין המעות כנהוג והוא מחלק כל דמי הפדיון לשניים חלק		
Peer-MiKdoshim_0006	PeerMikdoshim	embedding+lexical	0.957	פודה	False	high	Angel 'redeeming from death' — figurative/divine, not a monetary pidyon to a tzaddik.	 את כל מקרהו ויאמר אך מבני עליון אתה המלאך הגואל אותי משחת ופודה ממות בזכות אבותי בני ובנותי למעני אך ממרום שלחתני להצילני וירכיבהו האדון באחת מרכבותיו ויצו אנשים עליו לשמרו ואת העגלה שלו עם כספו נהגו אתם ויסע האדון אתו 		
Khal-Hasidim_0243	Khal-Hasidim	embedding+lexical	0.956	פדיון פדיו	True	high	Pidyon money given to/handled by the tzaddik for intercession (group A).	 ד' ברכותיו ושלח לי שפע גדולה ואנכי יש לי ב׳ תיבות וכל כסף הפדיון ברגע אשר בא לידי הנני מחלק חציו לתיבה זו לד'. וחציו לתיבה האחרת למעני ואנכי לא אתן את התמנות הזה להיות על הפדיון אדם אחד מבני בביתי כי אם אנכי לבדי כי איר		
Khal-Hasidim_0170	Khal-Hasidim	embedding+lexical	0.956	פדיון פדיו	False	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.	והוציאם חפשי לביתם בשלום : ויהי כאשר עשה מצוה הזו מצות מצית פדיון שבוים אז מצוה גוררת מצוה ועלתה במחשבתו מה אעשה פה לשכב עם אש נכרית וחטאתי לאלקים חלילה לי מעשה זאת וימהר ליקח עגלה עם סוסים טובים ויברח משם ולא עשה שום חט		
Maase-Zadikim_0018	maase-zadikim	embedding+lexical	0.956	פדיון פדיו	True	high	Pidyon money given to/handled by the tzaddik for intercession (group A).	ברכותיו ושלח לי שפע גדולה ואנכי עשיתי לי שני תיבות וכל כסף הפדיון ברגע אשר בא לידי הנני מחלק חציו לתיבה זו לד'. וחציו לתיבה האחרת למעני ואנכי לא אתן את התמנות הזה להיות על הפדיון אדם אחד מבני ביתי כי אם אנכי לבדי כי אירא		
Khal-Hasidim_0154	Khal-Hasidim	embedding+lexical	0.956	פדה	False	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.	"נים עם אבותינו) ויאמר להם האיש כי נכמרו רחמיו אל תבכו אנכי אפדה אתכם ויאמר להשוטרים הוליכונו לבית האדונים ואנכי אשלם עבור השבויים. ויוליכהו וישאלהו האיש כמה מגיע ויחשוב האדון חשבון הכפרים ויאמר לו שני מאות וט""ו אדומים מג"		
Khal-Hasidim_0075	Khal-Hasidim	embedding+lexical	0.956	פדיון פדיו	False	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.	"ק מעזיבוז ח' פרסאות שכתב אליו ש הבעש״ט חייב לו אלף זהובים מהפדיון שבוים כפי השט""ח שת""י שיסלק לו תו""מי דווקא ואמר הקאמיסאר בשלא יסלק לו תיכף יוריד אותו אותי בשלשלאות של ברזל לאדון הנ""ל ולא יפול דבר ארצה ושלחו להודיע לו שי"		
Maase-Zadikim_0006	maase-zadikim	embedding+lexical	0.955	פדיון פדיו	False	high	Pidyon SHVUYIM (ransom of captives), not pidyon nefesh.	י לביתם בשלום. ויהי מעשה צדיקים ויהי כאשר עשה מצוה הזו מצות פדיון שבוים אז מצו' גוררה מצוה ועלתה במחשבתו מה אעשה פה לשכב את אשה נכרית וחטאתי לאלקים חלילה לי מעשה זאת וימהר ליקח עגלה עם סוסים טובים ויברח משם ולא עשה שום ח		
