story_id	edition	signals	sim	matched_terms	claude_applies	claude_confidence	claude_reasoning	excerpt	should_tag	notes
Khal-Hasidim_0021	Khal-Hasidim	lexical	0.965	תהלים	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	"""מ הנה כך ראיתי אמור לי מה זאת והשיב אין אני יודע אני אמרתי תהלים אפשר שנתדבקתי בהשי""ת והי' זה וגזר עליו ר' דוד וגלה א״ע לפניו ומהיום ההוא והלאה הי' ר' דוד מ״מ הנ""ל נוסע אליו בכל פעם לשמוע ממנו דברי תורה וכששמעו חביריו מ"		
Khal-Hasidim_0140	Khal-Hasidim	lexical	0.933	תהלים	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	"ווליץ ש הבעש""ט היה הולך אליו כמו שני שבועות וישב כנגדו ואמר תהלים ואח״כ אמר הבעש""ט אליו הייתי רוצה לרפאות אותך בדברים כי היא רפואה קיימת ועכשיו אני צריך לעסוק עמך ברפואות ונתן לו י""ב זהובים בכל שו""ש על הוצאות שלו והיו ר׳"		
Shivhei-Habesht_0079	Shivhei-Habesht	lexical	0.931	מזמור	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	" שבת לפני התיבה והלכתי לפני התיבה ואמרתי לכו נרננה וכשבאתי למזמור שיר ליום השבת נעלמו כולם ממני ונשארתי אני לבדי ולא ידעתי להיכן הלכו והיה לי צער גדול מזה כל השבת שלא הי' לי צוותא ע״כ אני מבקש מרומע""ל שיתפללו בעדי שאוכל "		
Shivhei-Habesht_0096A	Shivhei-Habesht	lexical	0.931	תהילים	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	טן בחדריו והניח שם חפציו וישב שם ועוד היום היה גדול ולקח ס׳ תהילים ואמר תהילים ובעה״ב היה עוסק בעסקיו בביתו וכששמע ממנו אמירות התהילים הוטב בעיניו מאוד ונשא חן בעיניו ונכנס אצלו ושאל אותו באיזה בה״כ רוצה לדרוש ואמ׳ בבה״כ		
Khal-Hasidim_0013	Khal-Hasidim	lexical	0.93	תהלים ספר תהלים	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	"בוד את הבורא עולם ית""ש כשאר בני אדם פשוטים. והיה לו אתו ספר תהלים אחד מה שלקח מעזבון הרב הקדוש ר׳ אדם בעש״ט ז""ל. ויהי כל ימי הנסיעה בספינה אמר שירות ותשבחות בספר תהלים כמו אדם פשוט עד בואו ל סטאמבול עם בתו הצדקת המפורסמת"		
Khal-Hasidim_0174	Khal-Hasidim	lexical	0.929	תהלים אמירת תהלים	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	"""ב : וביום שמונה עשרה לחודש כסליו לפנות ערב בעת אשר הרב אמר תהלים והגיע לפסוק פדה בשלום נפשי הגיע לו הפקוד' כי נעש' חפשי ויצא מהמאסר וכה כתב הרב באגרתו לאנשי שלמו בהלולא דרבינו ׁ(הוא הרב המגיד הגדול ) בעת אמירת תהלים כשה"		
Khal-Hasidim_0043	Khal-Hasidim	lexical	0.929	תהלים	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	"מורת הבוקר מה אתה עושה אמר אני עושה פוזמקאות ג""כ ושאל אותו ותהלים איך אתה אומר אמר לו מה שאני יכול לומר בע״פ אני אומר אמר עליו הבעש״ט כי הוא יסוד בה""כ עד ביאת הגואל ב״ב א״ס. ומזה נראה הנהנה מיגיע כפו בכשרות :"		
Maase-Zadikim_0005	maase-zadikim	lexical	0.928	תהלים ספר תהלים	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	"בוד את הבורא עולם ית""ש כשאר בני אדם פשוטים. והיה לו אתו ספר תהלים אחד מה שלקח מעזבון הרב הקדוש ר' אדם בעש״ט ז""ל. ויהי כל ימי הנסיעה בספינה אמר שירות ותשבחות ב ספר תהלים כמו אדם פשוט עד בואו ל סטאמבול עם בתו הצדקת המפורסמ"		
Khal-Hasidim_0070	Khal-Hasidim	lexical	0.926	מזמור	True	high	Reciting Psalms depicted (אמר תהלים / לומר תהילים).	" שבת לפני התיבה והלכתי לפני התיבה ואמרתי לכו נרננה וכשבאתי למזמור שיר ליום השבת נעלמו כולם ממני ונשארתי אני לבדי ולא ידעתי להיכן הלכו והיה לי צער גדול מזה כל השבת שלא הי' לי צוותא ע""כ אני מבקש מרומע""ל שיתפלל בעדי שאוכל ל"		
Shivhei-Harav_0011	Shivhei-Harav	lexical	0.926	תהלים אמירת תהלים	True	high	The text explicitly describes the Rebbe reciting Psalms ('amar Tehillim') and identifies the specific verse he reached when he received notice of his release.	"שי שלומינו. „בהלולא דרבינו (הוא הרב המגיד הגדול ) בעת אמירת תהלים כשהגעתי לפסוק פדה בשלום נפשי . הגעני הפקודה מהקייסר יר״ה כי נפדתי ממאסרי„ ואנשי שלומנו קבעו את יום י""ט כסליו ליו""ט למזכרת עולם והרב בקש לכל אנשי שלומנו כי"		
