local_id,name_heb,name_rom,wikidata_qid,lat,lon,occurrences,n_editions,editions,context,kind,_match_status,_match_method,_grade,_confidence,_sound_match,_flags,_kima_id,_kima_name_rom,_kima_name_heb,_distance_km,_candidates
H-LOC_398,זלאטשוב,Złoczew,Q249059,51.4171963,18.6035594,32,5,Derech-Haemuna; Hitgalut-HaZadikim; Maim-Rabim; Shemen-Hatov; Shivhei-Habesht,"מעשה נוראה ונפלאה מאוד מרבינו הקדוש איש אלקים רבי יחיאל מיכל צוק""ל מזלאטשוב ⟦SEP⟧ …ערום בלי שום מצוה כמוהם אך כל זה גרם להם על אשר פערו פיהם להלשין ולחלוק אל הרה״ח איש אלהים רבי ר' מיכלי זצ""ל מזלאטשוב. אח״כ קרא הרבי ר' אלימלך לשני אנשים ההם. ואמר להם קרבו אלי ושבו פה וישבו. עתה הגידו לי מה המעשה הזו אשר עשיתם… ⟦SEP⟧ ענו ואמרו אנחנו איתן מושבנו בעיר זלאטשוב. היינו נגידי ארץ עתירי נכסין. והיה לנו בית חומה גדולה ומפוארה. דירות רחבים ומהודרים לשנינו כיס אחד היה לכולנו… ⟦SEP⟧ שני יהודים מזלאטשוב היו שם אז ביום המשתה אשר סבבו כפרים כדרכם לקנות אחר גמר המשתה עורות ארנבים ושועלים אשר אכלו השרים מצידם. וג״כ… ⟦SEP⟧ …עתי מאיש אמת ששמע מהרה״ק ר׳ ישראל זי״ע מרוזין שסיפר מה ששמע מפי הרה״ק ר׳ יצחק מראדוויל בן הרה״ק ר׳ מיכל זצ""ל מזלאטשוב איך שפ""א בהיות הרה״צ ר״י מראדוויל בחור קודם הנשואין רצטרךהצטרך אביו הר״ר מיכלי לנסוע לדרך ובתוך כך באה השמועה…",authority,name_exact,wikidata,A_autolink,0.99,True,,961,Złoczew (Poland),זלאטשוב (פולין),0.4,
H-LOC_402,,Zolochiv,Q623594,49.80941,24.901371,22,9,Adat-Zadikim; Khal-Hasidim; Maasiot-veSihot-Zadikim; Mifalot-HaZadikim; Sefer-Moraim-Gdolim; Sipurei-Zadikim; Sipurim-Nehmadim; Smichat-Moshe; tmimei_derech,"ומעשה כזו היתה ג״כ בדור שלפנינו אצל הצדיק הגדול ר' מיכל מזלאטשוב אשר הוכיח איש א׳ עבור מדת הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד׳ ית""ש ואמר לו הרב הנ""ל אם תרצה ללמוד מ… ⟦SEP⟧ שמעתי כשהי׳ הרב הקדוש האלקי ר׳ יחיאל מיכל מזלאטשוב אצל הבעש״ט פ״א ביום הששי בבוקר קודם שחרית אמר לו הבעש""ט לנסוע לביתו היום ולא ענהו כי אמר בלבו ע""ש היום ועדיין… ⟦SEP⟧ שמעתי מהרב הקדוש האלקי מ' מיכל מזלאטשוב שאמר כי פה עיר לינץ כשהיה בכאן על נשואי בנו מ' זאב שציוו שציוי לו מן השמים שיקבל את הבעש״ט לרב וילך ללמוד ממנ… ⟦SEP⟧ מעשה שהיה בימי הרב הקדוש האלקי ר׳ יחיאל מיכלמזלאטשוב אשר הוכיח איש אחד עבור מדת מדה הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד' ית""ש ואמר לו הרב הנ""ל אם תרצה לל… ⟦SEP⟧ אחד מתלמידי הרב הק' מו׳ יחיאל מיכל מזלאטשוב נסע פ״א לרבו הנ""ל ובביאתו אליו אמר הרב תיכף ומיד תיסע לביתך ועשה כדבריו והיה ממש כמבולבל אינו יודע על מה ולמה…",authority,name_exact,wikidata,A_autolink,0.99,True,,1701,"Zolochiv (Lʹvivsʹka oblastʹ, Ukraine)","זולוצ'יב (מחוז לביב, אוקראינה)",0.2,
ED::גליל,גליל,,,,,17,5,Dvarim-Yekarim; Hitgalut-HaZadikim; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Shemen-Hatov,"… אדמו״ר הרה״צ הגדול גאון מפורסם פאר הדור צנא מלא ספרא מו״ה ברוך צבי הירש ראזענבלום זצלה""ה אב""ד דק""ק פעטרקוב והגליל יע""א. ⟦SEP⟧ … לו היכן הוא העיר הזאת כי לא שמע ממנה מעולם ולא ידע מקומה איה וביום ההוא קבל מכתב מהבי דואר שאלה מעיר צשעכיוו גליל לובלין. איך ששם כותבין בגיטי נשים מתא ווינאווי דמתקריא צשעכיוו. וטעה הסופר ולא כתב דמתקריא צשעכיוו מה הדין של… ⟦SEP⟧ ואספרה מעשה אשר נעשה בימי הגאון רבי ר' העשיל זצ""ל שהיה אב""ד ור""מ דק""ק קראקא והגליל יצ""ו שנים באו למשפט ממרחקים לפניו. ⟦SEP⟧ …ן אתם השיב לו מעיר קטנה סמוך לקאלימייע, ומה אתם עושים פה לבוב השיב לו שצריך לי להשיא בתולה ויש רבי ר' מענדלי בגליל שלנו ויעץ אותי ליסע ללבוב והתחיל לבקש מהמלמד שיעשה לי טובה השיב לו המלמד מה אוכל לעזור לכם אני אכתוב לכם על צ… ⟦SEP⟧ ד. מעשה מגאון עולם מופת הדור רבן של כל ישראל רבי רב העשיל זצלל""ה האב״ד ור״מ דק""ק קראקא והגליל יצ״ו.",edition_only,name_exact,name_exact,A_autolink,0.95,True,,1475,Galilee (Israel),גליל (ישראל),,1475
H-LOC_208,,Ruzhyn,Q2641606,49.7220862,29.2112498,12,5,Khal-Hasidim; Maasiot-veSihot-Zadikim; MaasyiotMzadikeiYesodeiOlam; Mifalot-HaZadikim; Shivhei-Harav,"…שונאיך יהרג ופלוני שונאך ימות בדרך וכל העיר ישרף באש וכששמע הבעש״ט דבריו צעק על המוכיח ואמר שוטה גם אתה שומע כרוזין ונשתק המוכיח והרב נסע לק""ק ראשקאב ונתקבל שם לרב פ""ש ושם חזר בתשובה גדולה כי הי' עושר מסך סמך אלף והי' מחלק כל… ⟦SEP⟧ …א מהרב הקדוש הצדיק הגאון המפורסם מו' פנחס מעיר קאריץ זללה""ה. מעשה זו סיפרה הרב הקדוש בוצינא קדישא מו""ה ישראל מרוזין וסאדיגערייא זללה""ה : ⟦SEP⟧ …ל ז""ל כמה שנים ובכל פעם היה מבטיח לו שיהיה לו בנים ובתוך העתים הללו בא הצדיק הקדוש המפורסם רשכב״ה מו״ה ישראל מרוזין ז""ל לאדיגערי והאיש הנ״ל בא להצדיק ר' מאיריל ז״ל ולאחר שבת אמר לו הצדיק ר׳ מאיריל ז""ל הנני שולח אותך לסאדיגעיי… ⟦SEP⟧ …מין רד״ך ירשה ויבנה את בית ה׳ אלהי ישראל, ותמשול ידו באיי הים ויושבי תבל מכל אשר היו לפניו ושמו עבד אלמלך בן מרוזין וימלוך תחתיו ויולד בן מראן וישפך דם רב עד מאוד וידכה בני איש ויבנה עיר גדול ויקראה על שמו וימות לפני עמה, ויע… ⟦SEP⟧ …וכנרתק לס״ת וכאשר אמר הרב הצדיק הקדוש וכו׳ ר׳ אברהם יהושע העשיל מאפטא בעת בואו לפניו הרב הצדיק מוה׳ ר׳ ישראל מרוזין. ונפל ממנו חגורתו כשנכנס אצלו ולקח הרב מאפטא את החגורה ולבש בעצמו את החגורה הנ״ל על מלבושי הרב מוה׳ ר׳ ישראל …",authority,name_exact,wikidata,A_autolink,0.99,True,,76418,Ruzhyn (Ukraine),רוז'ין (אוקראינה),0.7,
ED::חמעלניק,חמעלניק,,,,,11,6,Adat-Zadikim; Khal-Hasidim; Mifalot-HaZadikim; Seva-Ratzon; Shivhei-Habesht; Shivhei-Harav,"… ויזכור דברי הגביר אשר אמר לו קודם נסיעתו והתחזק מאוד בבטחון חזק בכל שארית כחו ויבואו בלילה לבית מלון א' בעיר חמעלניק וילינו שם. ובלילה בא לבית המלון הזה אורח נכבד סוחר גדול וילינו שניהם בחדר אחד ויהי כדברם זע""ז כדרך אנשים מאין… ⟦SEP⟧ שמעתי מחברי ששמעו מהרה״ק ר׳ נחום מטשארנביל פ״א הי' הבעש""ט בק""ק חמעלניק ושם הי' בעל מגיה א׳ ואשתו הי' חולה ואכסניא של הבעש״ט הי' סמוך אצל הרב אב""ד חתן הפ""ח ובא הבע""מ לבעש״ט לבקש ממנ… ⟦SEP⟧ שוב שמעתי ממנו פ״א בדרך נסיעתו של הבעש״ט לחמעלניק שמע כרוז על ר׳ יוסף מלמד מק""ק הנ""ל שימות וכשבא לעיר באו אצלו אנשי עירו ורצו לשלם לו שירפא אותו ולא רצה לרפאות… ⟦SEP⟧ …תי קודם המעשה כי היה נרשם באגרת של בעש״ט באיזה יום נכתב כדומה לזה שמעתי מהרב דקהלתינו שהרה""ק ר׳ ליפע ז""ל מק""ק חמעלניק היה מריב עם הרב הנ""ל אודות שאלה אחת זה אוסר וזה מתיר וכשהיה רבי ליפמאן על ר""ה אצל בעש״ט אמר הבעש״ט בשעת אכילה… ⟦SEP⟧ …זכור דברי הגביר אשר אמר לו קודם נסיעתו והתחזק מאוד בבטחון חזק בכל שארית כחו ויבואו בלילה לבית מלון אז או בעיר חמעלניק וילינו שם. ובלילה בא לבית המלון הזה אורח נכבד סוחר גדול וילינו שניהם בחדר אחד ויהי כדברם זע""ז כדרך אנשים מאין…",edition_only,name_exact,name_exact,A_autolink,0.95,True,,722,Chmielnik (Poland),חמלניק (פולין),,722
ED::מעזעריטש,מעזעריטש,,,,,11,1,Shemen-Hatov,"… ובטהרה בעוד שישב על הכסא נבג""מ ע״כ. וש""ב הג״מ יוסף שי' אבד״ק סעראצק כ׳ וז״ל הרר״ש מנ""ש אמר עליו המגיד הקדוש ממעזעריטש. כי אילו הי׳ שמו שמואל לבד. הי' גדול כשמואל הרמתי. וע״י כינוי שמעלקא הקטינוהו מערכו. ושמעתי ממח״ו הר״ר יעקב מ… ⟦SEP⟧ …ואהל הי׳ תלמידיו הגה״ק בעל קדושת לוי. והמגיד מקאזניץ. והרבי מלובלין. והרר״ש לקח אותם עמו בנוסעו להמגיד הגדול למעזעריטש. ואופן ביאת הקדושת לוי בפעם הראשון אל הרר״ש היה כי בעל קדושת לוי היה חתן נגיד וקצין מפורסם ר׳ שמואל פרץ בלורב… ⟦SEP⟧ …ו כי המה תלמידי הר״ר בער. ובאו לויכוח להצדיק א״ע. וכששמעו הרר״ש ואחיו ההפלאה טענותיו של הר״ר זושא. נסעו אח״כ למעזעריטש ונשארו תלמידיו ע״כ : ⟦SEP⟧ …גיש מאשר עשינו וע״כ יהיה בודאי איזה חדשות והתבוננתי בזה ובתוך כך שמעתי והנה הקילעש של רבינו דופקים (כי המגיד ממעזעריטש בסוף ימיו חלה את רגליו והיה הולך על המשענת קילעש) ורציתי לראות את אשר יעשה פה רבינו ע״כ עשיתי עצמי כאלו ישן א… ⟦SEP⟧ …ש מופלג הלך בדרכי החסידות והוא עם אחיו הגאון והצדיק האמתי מאוה״ג מהור״ר פנחס זללה""ה בעל הפלאה נטו אחרי המגיד ממעזעריטש זצוק""ל והיו תלמידים מובהקים אצלו [אמר המעתיק במכתב הרב מסעראצק כ׳ בשם הרב ר׳ אליעזר מאוליינאב אשר זקיני הר״ר …",edition_only,name_exact,name_exact,A_autolink,0.95,True,,223,Międzyrzec Podlaski (Poland),מזריץ' (פולין),,223
ED::יהודה,יהודה,,,,,7,3,Shemen-Hatov; Toldot-Haniflaot; shivheiZadikim,"…ו הקדוש הגאון רבי ר׳ שמעלקא זלה״ה בניקלשפורג הי' לו ויכוח עם כומר א׳ משם ששאלו לאמר כתיב בתורתכם לא יסור שבט מיהודה וכו׳ ויענהו תשובה נצחת וכו' ע״ש). ח) הגה״ק מ׳ אייזיק אבד״ק קאלוב (בשה״ג הח׳ מ״א. ועיין אודותיו בתולדות רבינו … ⟦SEP⟧ פה) כתב בהק' ס׳ נפש דוד כי כאשר חלק הג׳ בעל נודע ביהודה על ספר תולדות יעקב יוסף ורצה לגזור החרים שישרפו הס׳. כתבו הה״ק רבי ר' שמעלקא ואחיו בעל ההפלאה אל הגאון ר׳ טעב… ⟦SEP⟧ …נו הג״מ אלעזר אבד״ק זלאזיץ חתן הג״מ שאול מאמשטרדם. וחתנו הג״מ.extra period יעקבקא לנדא מבראד בן הג׳ בעל נודע ביהודה. ובאו על ש״ק לבית הגה""ק מ׳ יעב״ץ ז״ל באלטונא. ושאל את ר׳ יעקבקא אם חותנך יכול ללמוד גפ״ת. השיבו „העולם אומרים… ⟦SEP⟧ קסו) כתב בס׳ מופת הדור (דף ג׳ ע״א) להג׳ נודע ביהודה היתה תיבה מסוגרת אשר לא הרשה מעולם לשום אדם לפותחה ואם היה צריך לקחת משם שום דבר חפץ הי׳ הולך בעצמו לפותחה ול… ⟦SEP⟧ …בזה""ל. אספר לך מה שהי׳ בפראג, הנה חייט אחד גמר מלאכת מלבוש יפה בעד הרב ר' יחזקאלע פרעגער [היא הגאון בעל נודע ביהודה ז""ל הרב דק' פראג שהי׳ אז הנשוא פנים בין הגאונים האדירים המפורסמים שבדור. מגודל נשיאותו ולקחו המגיד הק׳ ז""ל למ…",edition_only,name_exact,name_exact,A_autolink,0.95,True,,5350,Judea (Region) (Israel),יהודה (אזור) (ישראל),,5350
ED::דובנא,דובנא,,,,,5,3,MaasyiotMzadikeiYesodeiOlam; Smichat-Moshe; shivheiZadikim,"…אפטא שהיה לו עם דוכס אחד מדוכסי פולין. ט) קשיא עפ""י משל ותירוץ עפ״י מעשה ומשל מאת המגיד הנודע הגדול רבי יעקב מדובנא. י) מעשה נורא מאת הגאון בעל הב״ח בעלותו על כס הרבנות דעיר ק""ק קראקא. יא) אגדת ימות המשיח ממדרשי רבותינו. ב) מ… ⟦SEP⟧ ט. קשיא עפ""י משל וגם תירוץ עפ״י משל מהרב המגיד המפורסים בעולם מדובנא בעל מחבר ספרי אהל יעקב עה״ת : ⟦SEP⟧ …כ רבי ר׳ שמחה אביו של הגאון רשכבה""ג מ׳ חיים כהן אבד״ק לבוב. בהרב הגאון אמיתי רשכבה""ג מ׳ נחמן ז""ל ליפשיץ אבד""ק דובנא רבתי חתן הגאון אמיתי נזר הקודש מ׳ יוסף אבד״ק לבוב חתן הגאון המובהק וכו׳ רבינו מאיר אבד״ק קראקא לבוב לובלין בע… ⟦SEP⟧ …עלומו. שבעירו אז היו שלשה אנשים שמרחוק באו אליהם לטעום טעם משלימות ענינם ולהנות מהם האחד היה הרב המגיד הגדול מדובנא ז""ל שבכל הארץ יצא חו תהלתו באגדה ובנעימות שפתיו למשוך לבב השומעים. השני היה החזן הגדול קאשטאן שמרחוק באו אנשי…",edition_only,name_exact,name_exact,A_autolink,0.95,True,,895,Dubno (Ukraine),דובנו (אוקראינה),,895
ED::וארשא,וארשא,,,,,4,4,MaasyiotMzadikeiYesodeiOlam; Maim-Rabim; Tiferet-Hayyim; Toldot-Haniflaot,"…ום ושב חזרה לביתו הראשונה ונעשה צדיק גמור עד יום מותו, אשרי אנוש השב להשי״ת בכל לבבו, (זה הוא העתק מפנקס קהל ווארשא:) ⟦SEP⟧ ווארשא שנת ברוך אתה בבאך לפ""ק בדפוס א. שריפטניססער באניפראטערסקע No 4 ⟦SEP⟧ …׳ שליט״א האבד״ק נתן נטע הכהןקאלביעל. נדפס בהוצאות הרבני הנגיד המפורסם ר׳ אברהם יוסף נ״י מו״ס מקליימאןקאלביעל ווארשא לפ""ק שנת תרס״ה ⟦SEP⟧ …ט ומחובר ע״י הרבני הרב מוה""ר ישראל משה ז״ל מלאדז והובא לבית הדפוס ע״י בנו מהו״ר יעקב אהרן בראמבערג מעיר לאדז ווארשא לפ""ק שנת תרנ""ט",edition_only,name_exact,name_exact,A_autolink,0.95,True,,953,Warsaw (Poland),ורשה (פולין),,953
ED::גלוגא,גלוגא,,,,,4,1,Shemen-Hatov,"נתקבל לפה הרב המאוה״ג מו״ה משה בהרב הגאון מו״ה שלמה דוב שהי׳ אבד״ק גלוגא רבתי ונתבקש ביש״מ בשנת תקס״ט לפ״ק. כ״ז ועתק אות באות מפנקס הקהל הישן דפה : ⟦SEP⟧ …״ד ור״מ דק""ק אה״ו נ״י ע״ה פ״ה מוהר״ר יצחק איצק הלוי הורוויץ זצ""ל בן הגאון המפורסם מוהר״ר יוקל זלה""ה אב""ד דק״ק גלוגא נפטר אור ליום ג׳ ונקבר יום ג׳ ו׳ אייר תקכ״ז לפ""ק תנצב""ה"" : ⟦SEP⟧ … יעקב יוקל הלוי איש הורוויץ (אחי זקיני הגאבד״ק טשארטקוב) הי' מהרבנים המפורסמים בצדקתם ובתמימותם. ובשמעו שהעיר גלוגא רבתי במדינת שלעזיען הנה גלמודה מרב. כתת רגליו לשם שיקבלוהו לרב בחזקת אבותיו הג״מ נפתלי כ״ץ אבד״ק גלוגא. אולם … ⟦SEP⟧ …מזונות. והיא מצילתו מידי עבירה. והוא נקנה להעיר או בכסף שנותן לקופת הקהל. או שמעצמם כותבים לו שטר רבנות. ובפה גלוגא שאינכם רוצים לחת לי שטר רבנות מעצמכם. וכסף אין עמדי לכן מוכרח הייתי לבוא הנה בעצמי. קצין א׳ בשמעו דבריו אלה. …",edition_only,name_exact,name_exact,A_autolink,0.95,True,,21111,"Głogów (Województwo dolnośląskie, Poland)","גלוגאו (שלזיה תחתית, פולין)",,21111
