file	story_id	tag	text	issue_type	line_number	context
Buzina_Denehora.xml	Buzina-DiNehora_002	persName	״ב	short_fragment	243	"…ה שלך כל המדות שיש לך. ממי למדת. אמת. 					ממני למדת. אמר לו. אמת. אמר הרב הק׳ ר״ב אם יש בידי 				"
Buzina_Denehora.xml		persName	מן	short_fragment	310	"…	זכר עמלק. כי הקב״ה הראה למשה כל הדורות עד סוף 					כל הדורות. והראה לו שיעמוד המן מזרע עמלק. וירצה להשמיד 					ולהרוג את כל היהודים והקב""ה יהפוך וימחה את זכרו ול…"
Buzina_Denehora.xml		persName	מן	short_fragment	577	"… הוא יצא ממצרים. וגם נבי 					קריאת המגלה מחויב להבין שיש בכל דור ודור. מרדכי והמן. 					אבל מי שקורא את המגילה למפרע שהי׳ מקודם מרדכי והמן לא יצא : 				"
Buzina_Denehora.xml		persName	מן	short_fragment	578	"… הוא יצא ממצרים. וגם נבי 					קריאת המגלה מחויב להבין שיש בכל דור ודור. מרדכי והמן. 					אבל מי שקורא את המגילה למפרע שהי׳ מקודם מרדכי והמן לא יצא : 				"
Buzina_Denehora.xml		persName	י	short_fragment	660	" 					חולין ו׳ ע״א 					פנחס בן יאיר הוי קאזיל לפדיון שבויים. פגע בי׳ בגינאי 					נהרא. אמ…"
Buzina_Denehora.xml		persName	״י	short_fragment	669	" וזהו כוונת 					ר״י שאמר כמה נפיש האי גברא. ממש״ה. וכו׳ פי׳ נפשות 					הגם בחלוקת המים להאי גברא. ל…"
Buzina_Denehora.xml		persName	מן	short_fragment	740	"…		המלך מס על הארץ ואיי הים והשיב שראה אחשורוש שבעיני 					מרדכי ואסתר המעשה של המן. לנס גדול. נחשב בעיניהם. וקבעו 					פורים לדורות כדכתיב. ותכתוב אסתר וגו׳ וישלח…"
Buzina_Denehora.xml		persName	מן	short_fragment	744	"…		המלך מס על הארץ ואיי הים והשיב שראה אחשורוש שבעיני 					מרדכי ואסתר המעשה של המן. לנס גדול. נחשב בעיניהם. וקבעו 					פורים לדורות כדכתיב. ותכתוב אסתר וגו׳ וישלח…"
Buzina_Denehora.xml		persName	רש	short_fragment	756	"… סוף. לדרך הטבע. אף כאן ג״כ 					הלביש אחשורוש מעשה מרדכי והמן ארך הטבע. וזהו שפרש״ו 					מה שמועה שמע ובא קי״ס ומלחמות עמלק. שהי' קשה לרש״י 					למה לא בא יתרו ע…"
Buzina_Denehora.xml		persName	קי	short_fragment	757	"…					פורים לדורות כדכתיב. ותכתוב אסתר וגו׳ וישלח ספרים אל כל 					היהודים וגו׳ לקיים את ימי הפורים האלה בזמניהם. וכל הנסים 					יסודם מאותיות מ״ם כדאיתא מ״ם וסמך …"
Buzina_Denehora.xml		persName	ס	short_fragment	757	"…מר מי שישאל אותו 					כל חללא דעלמא יאמר להם. שאלו אותו הלא כל 					המגלה היא פרסומא ניסא. מה שייכות למגלה זה הפסוק וישם 					המלך מס על הארץ ואיי הים והשיב שראה…"
Buzina_Denehora.xml		persName	ה	short_fragment	1018	" 					רוח אש מים. וסיבת החולאים ר""ל יתהוה מפני שהיסודות 					לא ימשלו בשוה. ואחד גבר על חבירו. ואין שלום …"
Buzina_Denehora.xml		persName	ה	short_fragment	1114	"בפתח אליהו. ולית מאן דאנהיג לך אמר עפ""י מאמרם 					ז""ל מי מושל בי. צדיק שנאמר צדיק מושל ב…"
Buzina_Denehora.xml		persName	ל	short_fragment	1581	" 					תהלים קז 					ויצעקו אל ד' בצר להם. והקשה. מה הי׳ כוונת דהמע""ה 					שעשה מזמור מזה.…"
Buzina_Denehora.xml	Buzina-DiNehora_0011	persName	ה	short_fragment	1628	"כל אוכל תתעב נפשם. ואמר שפ״א שאלו להעבש״ט. מהו 					עיקר העבודה. הלא אנו יודעים ואבותינו ספרו לנו 					שבימים הקדמונ…"
Buzina_Denehora.xml		persName	בן	short_fragment	1721	" 					בימי מתתתי׳. בן יוחנן כ״ג חשמונאי והקשה. למה תקנו 					להזכיר בחנוכה. את יוחנן כהן גדול. הא בני…"
Buzina_Denehora.xml		persName	ן	short_fragment	1730	" 					בימי מתתתי׳. בן יוחנן כ״ג חשמונאי והקשה. למה תקנו 					להזכיר בחנוכה. את יוחנן כהן גדול. הא בני…"
Buzina_Denehora.xml		persName	נר	short_fragment	1732	"…ימי 					חשמונאי שעל ידם נעשה נס הנוכה וזהו פי׳ מאמר הגמרא . 					הניח חננ״י את נרו מכחוץ. חייב. חמונ״י הוא אותיות 					יוחנ״ן. ומרמז הגמרא שיוחנן חטא במה שהניח נ…"
Buzina_Denehora.xml		persName	ה	short_fragment	1977	" 					איתא במדרש כשהחכם יושב ודורש הקב״ה מוחל לעונותיהם 					של ישראל. כי המוכיחים שאינם הגונים נעשו…"
Buzina_Denehora.xml	Buzina-DiNehora_0030	persName	ע	short_fragment	2509	"נכדו הרב ר׳ יחיאל מיכל כשהי׳ ילד קטן היו משחק את 					עצמו במחבאים עם ילד אחר. והחביא א״ע הרב 					הנ""ל ושתה במחבא זמן רב בסוברו שהילך …"
Buzina_Denehora.xml	Buzina-DiNehora_0032	persName	״ב	short_fragment	2530	"…		מחותנו הה״ק ר׳ יוסילי מיאמפילי. ובא להבית עשיר אחד 					וחירף וגידף אותו הרב ר״ב וצוה לאנשיו שידחפו אותו לחוץ. 					ותיכף דחפו. אותו. ואמר אליו מחותנו הרב רא""ד …"
Buzina_Denehora.xml	Buzina-DiNehora_0035	persName	ב	short_fragment	2577	"פ""א בל""ג בעומר שאל לצדיק וגאון אחד שהי' אז במסובה. אם 					יכול הוא לומר מאמר הזוהר ו…"
Buzina_Denehora.xml	Buzina-DiNehora_0035	persName	ב	short_fragment	2581	"פ""א בל""ג בעומר שאל לצדיק וגאון אחד שהי' אז במסובה. אם 					יכול הוא לומר מאמר הזוהר ו…"
Buzina_Denehora.xml	Buzina-DiNehora_0035	persName	״ק	short_fragment	2582	"…לים 					ללמוד בנגלה כמו בס׳ הזוהר. אין אתה יכולים ללמוד כלל. ואח״כ 					שאל להה״ק ר׳ יוסילי מיאמפילי' אם הוא יכול לומר זוהר. והשיב 					לו שאינו יודע כי אם פי׳ ה…"
Buzina_Denehora.xml	Buzina-DiNehora_0036	persName	ב	short_fragment	2602	"פ״א נתארח אצלו בש״ק הרב הק׳ בעמ״ח ספר מים קדושים. 					ובליל ש""ק אמר לו הרב ר״ב שיאמר דברי תורה.…"
Buzina_Denehora.xml	Buzina-DiNehora_0037	persName	ב	short_fragment	2619	"פ״א נתארח אצלו איש חשוב ונכבד שבא מאה""ק וחשיבתו היה 					ניכר בפני הרב ר״ב. כי הי' מקרבו ביותר ובליל שב…"
Buzina_Denehora.xml		persName	עו	short_fragment	2683	"…ווראן זצולל""ה, כי ביאר מאמר הגמרא חולין פ׳ 					ליד הנשה על פ' והנה מלאכי אלקים עולים ויורדים בו. תנא 					עולים ומסתכלים בדיוקנו של מעלה ויורדין ומסתכלין בדיוקנו…"
Buzina_Denehora.xml	Buzina-DiNehora_0041	persName	ב	short_fragment	2719	"פ""א בא מחותנו הרב הק'. ר׳ שלמה קארלינר ולק' טאלטשין 					והלך הרב ר שלמה מן האכסניא ש…"
Buzina_Denehora.xml	Buzina-DiNehora_0041	persName	״ט	short_fragment	2723	"…אים 					מלפניו כ״כ אמר הרב הק׳ ר׳ שלמה האיך לא הי' לי ליראות 					שראיתי. שהבעש״ט. עומד אצלו ומסלסל בשערו : 				"
Buzina_Denehora.xml	Buzina-DiNehora_0042	persName	״ט	short_fragment	2729	"…' מעזעביז ולא הי' אצל אחיו הרב הק' מסדילקוב ברק 					בבוא העירה, נסע על קבר הבעש״ט ומשם החזיר א""ע לביתו לק'. 					טאלטשין ותיכף אחר חג השבועות. בא פעם שנית לק'. מ…"
Buzina_Denehora.xml	Buzina-DiNehora_0042	persName	״ט	short_fragment	2731	"…' מעזעביז ולא הי' אצל אחיו הרב הק' מסדילקוב ברק 					בבוא העירה, נסע על קבר הבעש״ט ומשם החזיר א""ע לביתו לק'. 					טאלטשין ותיכף אחר חג השבועות. בא פעם שנית לק'. מ…"
Buzina_Denehora.xml	Buzina-DiNehora_0042	persName	״ט	short_fragment	2733	"…' מעזעביז ולא הי' אצל אחיו הרב הק' מסדילקוב ברק 					בבוא העירה, נסע על קבר הבעש״ט ומשם החזיר א""ע לביתו לק'. 					טאלטשין ותיכף אחר חג השבועות. בא פעם שנית לק'. מ…"
Buzina_Denehora.xml	Buzina-DiNehora_0042	persName	״ט	short_fragment	2735	"…' מעזעביז ולא הי' אצל אחיו הרב הק' מסדילקוב ברק 					בבוא העירה, נסע על קבר הבעש״ט ומשם החזיר א""ע לביתו לק'. 					טאלטשין ותיכף אחר חג השבועות. בא פעם שנית לק'. מ…"
Buzina_Denehora.xml	Buzina-DiNehora_0045	persName	״ט	short_fragment	2855	"…יכם קא 					סמיכנא. אמר לי שבלילה הזאת ראיתי דודי בחלום. הוא ר׳ צבי 					בן הבעש״ט. אך אפשר היושר לקרוא לו שלמה. על שם מחותני. 					ואמר ליתן לו ספר תהלים והטיל ג…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2864	"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים 					טשערניוויצער מן וואליחיי מק' באטישאהן ל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ב	short_fragment	2866	"…שיום אז קודם ביאת הרב ר׳ חיים נסע לק׳ טאלטשין. 					אך שאמרו להרב ר״ח שהרב הק׳ ר״ב ז״ל נסע דרך ליטין. 					ונסע הרב הק׳ צ״ח ג״כ דרך ליטין. ופגע בק׳ ליטין את הרב 	…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2866	"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים 					טשערניוויצער מן וואליחיי מק' באטישאהן ל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	״ב	short_fragment	2868	"…שיום אז קודם ביאת הרב ר׳ חיים נסע לק׳ טאלטשין. 					אך שאמרו להרב ר״ח שהרב הק׳ ר״ב ז״ל נסע דרך ליטין. 					ונסע הרב הק׳ צ״ח ג״כ דרך ליטין. ופגע בק׳ ליטין את הרב 	…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2869	"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים 					טשערניוויצער מן וואליחיי מק' באטישאהן ל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2872	"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים 					טשערניוויצער מן וואליחיי מק' באטישאהן ל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ר	short_fragment	2878	"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים 					טשערניוויצער מן וואליחיי מק' באטי…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2878	"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים 					טשערניוויצער מן וואליחיי מק' באטישאהן ל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2883	"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים 					טשערניוויצער מן וואליחיי מק' באטישאהן ל…"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ח	short_fragment	2884	"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים 					טשערניוויצער מן וואליחיי מק' באטישאהן לק׳ מעזיביז. 					על קבר הבעש״ט. …"
Buzina_Denehora.xml	Buzina-DiNehora_0046	persName	ב	short_fragment	2899	" 					על מה שאיני מברך. כי שהיתי לימינאדע קודם ביאתכם וישבו 					שניהם על כסאות ולא דברו כלום. רק אל…"
