div - xml:id,div - span - ana,pubDate,edition title
Shivhei-Habesht_0001,folkloristics:story_type_birth_of_the_tsaddik,1814,Shivei Habesht
Shivhei-Habesht_0001,practice:protection,1814,Shivei Habesht
Shivhei-Habesht_0001,supernatural:demons,1814,Shivei Habesht
Shivhei-Habesht_0001,practice:solitude,1814,Shivei Habesht
Shivhei-Habesht_0001,characters-and-roles:the_family_of_the_tsaddik,1814,Shivei Habesht
Shivhei-Habesht_0001,times:inauguration,1814,Shivei Habesht
Shivhei-Habesht_0001,women:minor_character,1814,Shivei Habesht
Shivhei-Habesht_0001,times:birth,1814,Shivei Habesht
Shivhei-Habesht_0001,supernatural:perception,1814,Shivei Habesht
Shivhei-Habesht_0001,practice:study,1814,Shivei Habesht
Shivhei-Habesht_0001,ethics-and-emotions:fear,1814,Shivei Habesht
Shivhei-Habesht_0002,times:inauguration,1814,Shivei Habesht
Shivhei-Habesht_0002,folkloristics:story_type_inauguration,1814,Shivei Habesht
Shivhei-Habesht_0002,knowledge:secret_texts,1814,Shivei Habesht
Shivhei-Habesht_0002,social-relations:with-the-authorities,1814,Shivei Habesht
Shivhei-Habesht_0002,social-relations:with_non_jews,1814,Shivei Habesht
Shivhei-Habesht_0002,social-relations:with_non_jews_hostility_against_jews,1814,Shivei Habesht
Shivhei-Habesht_0002,social-relations:marriage_matchmaking,1814,Shivei Habesht
Shivhei-Habesht_0002,social-relations:marriage,1814,Shivei Habesht
Shivhei-Habesht_0002,practice:meditation,1814,Shivei Habesht
Shivhei-Habesht_0002,social-relations:with_sinners,1814,Shivei Habesht
Shivhei-Habesht_0002,ethics-and-emotions:punishment,1814,Shivei Habesht
Shivhei-Habesht_0002,practice:solitude,1814,Shivei Habesht
Shivhei-Habesht_0002,knowledge:esoteric,1814,Shivei Habesht
Shivhei-Habesht_0002,practice:protection,1814,Shivei Habesht
Shivhei-Habesht_0002,practice:asceticism,1814,Shivei Habesht
Shivhei-Habesht_0002,supernatural:angels,1814,Shivei Habesht
Shivhei-Habesht_0002,ethics-and-emotions:virtues_poverty,1814,Shivei Habesht
Shivhei-Habesht_0002,kabbalah:kabbalistic_terms_kavvanot,1814,Shivei Habesht
Shivhei-Habesht_0002,supernatural:magic,1814,Shivei Habesht
Shivhei-Habesht_0002,women:minor_character,1814,Shivei Habesht
Shivhei-Habesht_0002,characters-and-roles:the_family_of_the_tsaddik,1814,Shivei Habesht
Shivhei-Habesht_0002,characters-and-roles:tsaddik-wife,1814,Shivei Habesht
Shivhei-Habesht_0002,social-relations:marital_relationship,1814,Shivei Habesht
Shivhei-Habesht_0002,characters-and-roles:hidden_righteous,1814,Shivei Habesht
Shivhei-Habesht_0002,supernatural:miracle,1814,Shivei Habesht
Shivhei-Habesht_0002,practice:study,1814,Shivei Habesht
Shivhei-Habesht_0002,practice:fasting,1814,Shivei Habesht
Shivhei-Habesht_0002,times:death,1814,Shivei Habesht
Shivhei-Habesht_0003,supernatural:contraction_of_the_road,1814,Shivei Habesht
Shivhei-Habesht_0003,social-relations:with_sinners,1814,Shivei Habesht
Shivhei-Habesht_0003,ethics-and-emotions:punishment,1814,Shivei Habesht
Shivhei-Habesht_0003,practice:solitude,1814,Shivei Habesht
Shivhei-Habesht_0003,supernatural:reincarnation,1814,Shivei Habesht
Shivhei-Habesht_0003,spaces:the_land_of_israel,1814,Shivei Habesht
Shivhei-Habesht_0003,supernatural:magic,1814,Shivei Habesht
Shivhei-Habesht_0003,women:minor_character,1814,Shivei Habesht
Shivhei-Habesht_0003,characters-and-roles:the_family_of_the_tsaddik,1814,Shivei Habesht
Shivhei-Habesht_0003,characters-and-roles:tsaddik-wife,1814,Shivei Habesht
Shivhei-Habesht_0003,characters-and-roles:hidden_righteous,1814,Shivei Habesht
Shivhei-Habesht_0003,ethics-and-emotions:repentance,1814,Shivei Habesht
Shivhei-Habesht_0003,practice:healing_of_the_soul,1814,Shivei Habesht
Shivhei-Habesht_0004,folkloristics:story_type_advent,1814,Shivei Habesht
Shivhei-Habesht_0004,folkloristics:story_type_rapprochement,1814,Shivei Habesht
Shivhei-Habesht_0004,knowledge:secret_texts,1814,Shivei Habesht
Shivhei-Habesht_0004,custom:hasidic_custom,1814,Shivei Habesht
Shivhei-Habesht_0004,social-relations:retrospective_recognition,1814,Shivei Habesht
Shivhei-Habesht_0004,social-relations:inter_hasidic,1814,Shivei Habesht
Shivhei-Habesht_0004,social-relations:inter_hasidic_master_disciple_relationship,1814,Shivei Habesht
Shivhei-Habesht_0004,practice:sermon,1814,Shivei Habesht
Shivhei-Habesht_0004,supernatural:prognostication,1814,Shivei Habesht
Shivhei-Habesht_0004,practice:solitude,1814,Shivei Habesht
Shivhei-Habesht_0004,characters-and-roles:hidden_righteous,1814,Shivei Habesht
Shivhei-Habesht_0004,supernatural:perception,1814,Shivei Habesht
Shivhei-Habesht_0004,knowledge:esoteric,1814,Shivei Habesht
Shivhei-Habesht_0004,halakhah:tefillin,1814,Shivei Habesht
Shivhei-Habesht_0004,supernatural:miracle,1814,Shivei Habesht
Shivhei-Habesht_0004,times:shabbat,1814,Shivei Habesht
Shivhei-Habesht_0004,women:minor_character,1814,Shivei Habesht
Shivhei-Habesht_0004,social-relations:marital_relationship,1814,Shivei Habesht
Shivhei-Habesht_0004,characters-and-roles:the_family_of_the_tsaddik,1814,Shivei Habesht
Shivhei-Habesht_0004,characters-and-roles:tsaddik-wife,1814,Shivei Habesht
Shivhei-Habesht_0004,practice:tvilah,1814,Shivei Habesht
Shivhei-Habesht_0004,supernatural:light_or_fire_as_a_sign_of_righteousness,1814,Shivei Habesht
Shivhei-Habesht_0004,halakhah:prayer,1814,Shivei Habesht
Shivhei-Habesht_0004,practice:devekut,1814,Shivei Habesht
Shivhei-Habesht_0004,ethics-and-emotions:fear,1814,Shivei Habesht
Shivhei-Habesht_0004,experience:devekut,1814,Shivei Habesht
Shivhei-Habesht_0005A,spaces:heaven,1814,Shivei Habesht
Shivhei-Habesht_0005A,experience:journey_to_heaven,1814,Shivei Habesht
Shivhei-Habesht_0005A,experience:mystical,1814,Shivei Habesht
Shivhei-Habesht_0005A,supernatural:mystical_vision,1814,Shivei Habesht
Shivhei-Habesht_0005A,practice:healing,1814,Shivei Habesht
Shivhei-Habesht_0005A,practice:storytelling,1814,Shivei Habesht
Shivhei-Habesht_0005A,practice:use_of_holy_names,1814,Shivei Habesht
Shivhei-Habesht_0005A,supernatural:magic,1814,Shivei Habesht
Shivhei-Habesht_0005A,ethics-and-emotions:fear,1814,Shivei Habesht
Shivhei-Habesht_0005A,experience:visions,1814,Shivei Habesht
Shivhei-Habesht_0005A,knowledge:esoteric,1814,Shivei Habesht
Shivhei-Habesht_0005A,characters-and-roles:ritual_slaughterer,1814,Shivei Habesht
Shivhei-Habesht_0005B,folkloristics:story_type_revelation,1814,Shivei Habesht
Shivhei-Habesht_0005B,practice:solitude,1814,Shivei Habesht
Shivhei-Habesht_0005B,practice:asceticism,1814,Shivei Habesht
Shivhei-Habesht_0005B,practice:fasting,1814,Shivei Habesht
Shivhei-Habesht_0005B,women:minor_character,1814,Shivei Habesht
Shivhei-Habesht_0005B,characters-and-roles:tsaddik-wife,1814,Shivei Habesht
Shivhei-Habesht_0005B,characters-and-roles:the_family_of_the_tsaddik,1814,Shivei Habesht
Shivhei-Habesht_0005B,social-relations:marital_relationship,1814,Shivei Habesht
Shivhei-Habesht_0005B,practice:use_of_holy_names,1814,Shivei Habesht
Shivhei-Habesht_0005B,knowledge:esoteric,1814,Shivei Habesht
Shivhei-Habesht_0005B,ethics-and-emotions:prohibitions,1814,Shivei Habesht
Shivhei-Habesht_0005B,supernatural:communicating_with_the_invisible,1814,Shivei Habesht
Shivhei-Habesht_0005B,supernatural:demons,1814,Shivei Habesht
Shivhei-Habesht_0005B,ethics-and-emotions:punishment,1814,Shivei Habesht
Shivhei-Habesht_0005B,practice:protection,1814,Shivei Habesht
Shivhei-Habesht_0005B,halakhah:prayer,1814,Shivei Habesht
Shivhei-Habesht_0005B,practice:healing,1814,Shivei Habesht
Shivhei-Habesht_0005B,supernatural:magic,1814,Shivei Habesht
